iso3,country,year,dmc_mt,mf_mt,gdp_2015usd,bloc,gap_rel,gap_abs_mt,bloc_eu15
FIN,Finland,2002,152.9892770351,178.6086364962,204607490634.566,EU,0.1434385255029091,25.619359461100004,EU15
FIN,Finland,2003,162.31001411179997,189.593424841,208723783982.573,EU,0.1439048361095903,27.28341072920003,EU15
FIN,Finland,2004,159.9469387709,188.9979515366,217083963685.375,EU,0.15371072823545487,29.051012765699994,EU15
FIN,Finland,2005,167.3432348699,201.00292939629998,223113056548.362,EU,0.167458726235955,33.65969452639999,EU15
FIN,Finland,2006,182.3485504519,205.6886264254,232081249320.459,EU,0.1134728564195312,23.340075973500007,EU15
FIN,Finland,2007,179.0957956257,210.29025049039998,244411266035.096,EU,0.14833999575326987,31.194454864699992,EU15
FIN,Finland,2008,184.8707443754,205.5902278351,246328504349.487,EU,0.10078048785625504,20.7194834597,EU15
FIN,Finland,2009,150.9354636225,176.1223429159,226434937568.653,EU,0.14300785962986504,25.186879293399983,EU15
FIN,Finland,2010,152.09808505590001,174.09860738569998,233609048324.553,EU,0.12636816951131472,22.000522329799963,EU15
FIN,Finland,2011,163.0947916287,183.6281080773,239193226293.28,EU,0.11182011655838826,20.533316448600004,EU15
FIN,Finland,2012,160.8054524431,177.89469923750002,235550695854.071,EU,0.0960638336479316,17.089246794400026,EU15
FIN,Finland,2013,163.4905021866,176.6018284145,233242909052.234,EU,0.07424230171120637,13.111326227900008,EU15
FIN,Finland,2014,160.44160196599998,172.1766770049,232127848351.009,EU,0.06815716996655738,11.735075038900021,EU15
FIN,Finland,2015,145.819411607,161.1362359858,233210733506.25,EU,0.09505512081186863,15.316824378799993,EU15
FIN,Finland,2016,155.40839518399997,170.7808003748,239208760000.401,EU,0.09001249061406993,15.372405190800038,EU15
FIN,Finland,2017,150.7095990161,176.0449329931,247110710501.527,EU,0.1439140198257965,25.335333977000005,EU15
FIN,Finland,2018,160.80087237799998,179.34660058880002,250058685918.643,EU,0.10340719115898422,18.545728210800036,EU15
FIN,Finland,2019,141.6757573634,165.8832893724,253433824168.6,EU,0.14593110674731818,24.207532008999976,EU15
FIN,Finland,2020,138.5108510466,170.7594333472,247120696232.09,EU,0.1888538844880676,32.24858230059999,EU15
FIN,Finland,2021,142.71386170469998,168.0760164947,253734502126.393,EU,0.1508969293712395,25.362154790000034,EU15
FIN,Finland,2022,148.3677434757,166.0108361571,255670602724.759,EU,0.10627675331207846,17.64309268139999,EU15
FIN,Finland,2023,153.48073106959998,173.9606248229,253269616816.416,EU,0.1177271797807665,20.47989375330002,EU15
FIN,Finland,2024,158.62154228889997,177.7934320708,254323653957.12,EU,0.10783238479959992,19.171889781900035,EU15
FRA,France,1994,677.7633049128,1030.5721601506,1709890902349.41,EU,0.3423426994051956,352.8088552378,EU15
FRA,France,1995,666.0743820934,1030.810984558,1749300344479.7,EU,0.3538346097669835,364.73660246459997,EU15
FRA,France,1996,669.051406566,1016.6921009595,1773739467493.06,EU,0.3419331123605811,347.6406943935,EU15
FRA,France,1997,686.7769264849,1042.9051101457999,1818562957062.05,EU,0.3414770722631828,356.12818366089994,EU15
FRA,France,1998,787.7336754190001,1130.9855731205,1881350558837.76,EU,0.30349803380288426,343.25189770149996,EU15
FRA,France,1999,801.5106399924,1192.2482878680999,1945303460549.75,EU,0.32773177521134567,390.73764787569985,EU15
FRA,France,2000,833.3664546015,1205.9560251210999,2025858476151.37,EU,0.30895784154499756,372.5895705195999,EU15
FRA,France,2001,799.0504954452999,1181.4276938706998,2064338989612.96,EU,0.32365687752978034,382.3771984253999,EU15
FRA,France,2002,800.9759242881,1205.969114298,2086380974762.6,EU,0.3358238492249018,404.9931900099,EU15
FRA,France,2003,760.0943836691,1252.3061131815,2106573536968.08,EU,0.3930442599708546,492.2117295124,EU15
FRA,France,2004,800.3655584836,1286.681340853,2166995343501.89,EU,0.37796132338951843,486.3157823693999,EU15
FRA,France,2005,784.9692384299001,1308.9927635766999,2207920477337.34,EU,0.40032576170624096,524.0235251467998,EU15
FRA,France,2006,817.7442606012,1333.6963026129001,2267844862926.15,EU,0.38685871813611306,515.9520420117001,EU15
FRA,France,2007,852.1209234619,1381.888847529,2325232266328.63,EU,0.3833650767313124,529.7679240671,EU15
FRA,France,2008,848.8523186795,1364.8604193696,2334072135222.36,EU,0.37806657249862463,516.0081006901002,EU15
FRA,France,2009,782.4875723307,1245.8739013010002,2268145064848.79,EU,0.37193678147235476,463.38632897030016,EU15
FRA,France,2010,766.7161398554,1141.7297996642,2313515332182.54,EU,0.32846095452627866,375.01365980880007,EU15
FRA,France,2011,785.67812989,1253.8117321364998,2369909039106.43,EU,0.37336833772387695,468.1336022464998,EU15
FRA,France,2012,765.6183081502,1181.4657685876,2374265767668.09,EU,0.3519758857969543,415.84746043739995,EU15
FRA,France,2013,768.0000467759,1182.5981124073999,2392826743357.49,EU,0.3505823840590341,414.5980656314998,EU15
FRA,France,2014,771.0520964461,1172.077247982,2416703156974.4,EU,0.34214907953068524,401.0251515359,EU15
FRA,France,2015,720.0799044751001,1092.8204992387,2442483452642.5,EU,0.34108126176555537,372.7405947635999,EU15
FRA,France,2016,707.4953107857,1085.8879663491002,2463489569347.31,EU,0.34846380776794744,378.39265556340024,EU15
FRA,France,2017,775.801955597,1121.9639437383,2514819204088.14,EU,0.3085321859701785,346.16198814130007,EU15
FRA,France,2018,725.5535128001,1125.4092483842,2556210832760.02,EU,0.35529807148660875,399.8557355841001,EU15
FRA,France,2019,762.0504203136,1124.1040383339,2608036638906.12,EU,0.3220819476433167,362.05361802030006,EU15
FRA,France,2020,699.4128539836,1073.8976118725,2413981867676.36,EU,0.34871551416892543,374.48475788889994,EU15
FRA,France,2021,753.5454450285999,1133.7024067720001,2580120255051.75,EU,0.33532341421575007,380.1569617434002,EU15
FRA,France,2022,770.6288317395,1116.1221055453998,2650215998256.03,EU,0.3095479178212964,345.4932738058998,EU15
FRA,France,2023,778.929456097,1147.8740641088,2688358302961.22,EU,0.3214155799384191,368.9446080118,EU15
FRA,France,2024,789.4639436912,1164.7949894844,2720362347819.81,EU,0.3222292756936922,375.3310457932,EU15
GRC,Greece,1994,171.1512592487,197.3263448134,164043992268.73,EU,0.13264871241319676,26.175085564699998,EU15
GRC,Greece,1995,198.54504821700002,223.2942488683,167488456016.048,EU,0.11083671333558251,24.749200651299986,EU15
GRC,Greece,1996,200.9483793107,228.68958521599998,169803934634.075,EU,0.12130506896104641,27.741205905299978,EU15
GRC,Greece,1997,204.6552236728,227.9192576442,175921772178.591,EU,0.10207138357618296,23.26403397140001,EU15
GRC,Greece,1998,222.05657654910001,257.5396224354,181968090540.634,EU,0.13777703621197315,35.483045886300005,EU15
GRC,Greece,1999,219.4549393285,259.2060963443,186806231970.762,EU,0.15335733833589738,39.75115701580003,EU15
GRC,Greece,2000,239.4709237629,272.9072388861,194535950663.831,EU,0.1225189747977148,33.43631512320002,EU15
GRC,Greece,2001,243.94253321239998,274.59175382020004,203582678904.899,EU,0.11161741087049856,30.64922060780006,EU15
GRC,Greece,2002,258.7370163261,301.9039393323,213116735217.242,EU,0.14298231120027552,43.16692300620002,EU15
GRC,Greece,2003,250.53672622710002,304.7202814981,225470734593.334,EU,0.1778140759276564,54.18355527099999,EU15
GRC,Greece,2004,270.2146385984,317.7194006041,237596249349.014,EU,0.14951797691729304,47.5047620057,EU15
GRC,Greece,2005,264.35453415759997,316.7729946699,240408216059.142,EU,0.165476418111095,52.418460512300044,EU15
GRC,Greece,2006,264.2775566778,317.563070042,255898673342.699,EU,0.16779505676510995,53.28551336419997,EU15
GRC,Greece,2007,261.5379402004,335.2466494794,264872706550.759,EU,0.2198641191297848,73.708709279,EU15
GRC,Greece,2008,254.4035406338,334.8716537852,265024939553.215,EU,0.2402953855360223,80.46811315140002,EU15
GRC,Greece,2009,219.5114360834,279.3763101888,254107830646.221,EU,0.2142804236513248,59.86487410539999,EU15
GRC,Greece,2010,186.7882870244,234.9196902221,239639588360.141,EU,0.2048844996866595,48.131403197699996,EU15
GRC,Greece,2011,182.30771586,216.2520740498,215970916413.204,EU,0.15696662489342442,33.9443581898,EU15
GRC,Greece,2012,157.34038936090002,182.66653249979998,197978089510.093,EU,0.13864687084333688,25.326143138899965,EU15
GRC,Greece,2013,143.5311370521,169.18349243900002,193479795684.276,EU,0.15162445825587328,25.652355386900012,EU15
GRC,Greece,2014,148.7709542012,172.89854337830002,195012591113.587,EU,0.1395476717482179,24.12758917710002,EU15
GRC,Greece,2015,142.78358628400002,162.8001751045,194567373678.099,EU,0.12295188753729229,20.016588820499976,EU15
GRC,Greece,2016,150.02962982440002,159.5205030721,194505511433.343,EU,0.05949625950847405,9.490873247699994,EU15
GRC,Greece,2017,110.38792623399999,154.8730342515,197370820217.692,EU,0.2872359816058111,44.48510801750001,EU15
GRC,Greece,2018,113.588691772,158.3208121683,201445880434.67,EU,0.28254099877120603,44.73212039629999,EU15
GRC,Greece,2019,97.6697944748,147.4689244401,206033167050.895,EU,0.3376923657263655,49.79912996530001,EU15
GRC,Greece,2020,79.8652279703,134.8702795449,187085880047.738,EU,0.4078367136199798,55.0050515746,EU15
GRC,Greece,2021,78.7900174899,148.6772834725,203277223532.871,EU,0.470060148735006,69.8872659826,EU15
GRC,Greece,2022,80.7193991007,145.5399855941,214502162962.972,EU,0.44537991555241524,64.82058649339999,EU15
GRC,Greece,2023,82.2367351786,150.9213374948,219083738943.271,EU,0.4551019985399118,68.68460231620001,EU15
GRC,Greece,2024,83.63013243639999,152.80218228619998,223655084018.924,EU,0.45269019600937416,69.17204984979999,EU15
IRL,Ireland,1994,87.3281485565,67.6527951656,94296853730.8362,EU,-0.2908283884315322,-19.6753533909,EU15
IRL,Ireland,1995,91.712411949,67.3553158767,103381809953.759,EU,-0.36162099093838207,-24.357096072299996,EU15
IRL,Ireland,1996,98.6905818173,69.8905803828,111010999492.641,EU,-0.412072718194048,-28.800001434500004,EU15
IRL,Ireland,1997,99.5051582759,77.596579448,123246371072.281,EU,-0.2823394920723491,-21.9085788279,EU15
IRL,Ireland,1998,102.27921546259999,81.8600852277,134050299130.928,EU,-0.24943939623447306,-20.419130234899995,EU15
IRL,Ireland,1999,188.6301847141,138.63338981569999,148165642333.121,EU,-0.3606403548587108,-49.996794898400026,EU15
IRL,Ireland,2000,188.5323764136,135.1644200216,162098435201.65,EU,-0.3948373128332997,-53.367956391999996,EU15
IRL,Ireland,2001,202.4259732024,141.58217472159998,170699088560.512,EU,-0.42974194032857727,-60.84379848080002,EU15
IRL,Ireland,2002,203.52419474669998,145.7659940779,180769250950.138,EU,-0.39623919854676776,-57.75820066879999,EU15
IRL,Ireland,2003,194.6050540011,145.9080192769,186217344582.055,EU,-0.33375159888768124,-48.697034724199995,EU15
IRL,Ireland,2004,198.9866089047,152.2631046281,198858038461.921,EU,-0.30686031518089274,-46.72350427660001,EU15
IRL,Ireland,2005,235.0919849837,181.41856210150002,210272056411.317,EU,-0.2958540860453452,-53.673422882199986,EU15
IRL,Ireland,2006,259.0934441908,207.2029365531,220760118842.237,EU,-0.2504332636444177,-51.89050763770004,EU15
IRL,Ireland,2007,228.28942517570002,188.58084170680002,232482742331.818,EU,-0.21056531039689466,-39.7085834689,EU15
IRL,Ireland,2008,178.3320070915,156.2751518678,222058051543.628,EU,-0.1411411536643962,-22.056855223700012,EU15
IRL,Ireland,2009,148.20778775780002,135.42225484920002,210742455593.378,EU,-0.09441234694280777,-12.785532908600004,EU15
IRL,Ireland,2010,135.217497025,120.13887636380001,214289191596.523,EU,-0.12550991916671073,-15.078620661199992,EU15
IRL,Ireland,2011,114.4673487101,111.2948058143,217736818590.032,EU,-0.028505758849999806,-3.1725428957999924,EU15
IRL,Ireland,2012,106.66088500570001,104.8364782556,216854920423.995,EU,-0.01740240401486929,-1.8244067501000103,EU15
IRL,Ireland,2013,116.78597298000001,101.3800817713,221610413457.216,EU,-0.15196171614315382,-15.405891208700012,EU15
IRL,Ireland,2014,113.7175200049,107.2792270867,242410308909.292,EU,-0.06001434847211145,-6.438292918199991,EU15
IRL,Ireland,2015,113.1757764159,115.12861393610001,302101388556.271,EU,0.016962225579158736,1.9528375202000063,EU15
IRL,Ireland,2016,117.70981706190001,142.4810534543,305795232417.145,EU,0.1738563534719037,24.771236392399985,EU15
IRL,Ireland,2017,117.7135385789,138.8376256043,336707637029.955,EU,0.15214958433246037,21.1240870254,EU15
IRL,Ireland,2018,112.33954457690001,135.67740047040002,362595940328.693,EU,0.17200989857254448,23.337855893500006,EU15
IRL,Ireland,2019,95.7596612901,187.4824337751,380627401462.693,EU,0.48923395455293006,91.722772485,EU15
IRL,Ireland,2020,91.77294241930001,171.73341086649998,407856325068.063,EU,0.46560810761138766,79.96046844719997,EU15
IRL,Ireland,2021,96.2092236586,141.8216658324,474166373639.897,EU,0.321618293693597,45.61244217379999,EU15
IRL,Ireland,2022,98.5152831254,142.01412832789998,509781668505.942,EU,0.306299420449664,43.49884520249998,EU15
IRL,Ireland,2023,100.4343703536,148.6731163344,496851698334.418,EU,0.324461793565287,48.23874598079999,EU15
IRL,Ireland,2024,102.2568410466,154.06136763179998,509767195342.461,EU,0.33625903353662656,51.80452658519998,EU15
ITA,Italy,1994,694.7926647334,1070.0558339863,1624790459614.85,EU,0.35069494257596334,375.26316925290007,EU15
ITA,Italy,1995,682.8731321454001,1099.1790450329001,1671695507214.02,EU,0.37874258499445773,416.3059128875001,EU15
ITA,Italy,1996,695.9750537488001,1061.6797885915998,1694189587392.1,EU,0.3444586011455821,365.7047348427998,EU15
ITA,Italy,1997,716.0064740061,1105.9734231112002,1726814955886.64,EU,0.3526006511151859,389.9669491051002,EU15
ITA,Italy,1998,725.8383744457999,1143.5332643672,1757973143577.88,EU,0.36526693445384034,417.6948899214001,EU15
ITA,Italy,1999,761.0156884926,1217.7264531521,1787471784895.84,EU,0.37505201884815637,456.7107646595,EU15
ITA,Italy,2000,739.7401119653999,1190.0012704198,1856863206512.55,EU,0.3783703174497958,450.26115845440006,EU15
ITA,Italy,2001,744.5196530324,1165.4634437768,1894119928193.34,EU,0.3611814621832237,420.94379074439996,EU15
ITA,Italy,2002,787.3268624657001,1265.0091870978001,1899232719747.26,EU,0.3776117434593537,477.68232463210006,EU15
ITA,Italy,2003,800.1055290904,1290.1108390857,1900496731461.62,EU,0.379816443013971,490.0053099953001,EU15
ITA,Italy,2004,843.3858355689,1310.1346783143001,1928510465814.16,EU,0.35626020016960996,466.7488427454001,EU15
ITA,Italy,2005,759.3700067398,1246.9024180825,1943213635518.5,EU,0.39099483991091505,487.5324113426999,EU15
ITA,Italy,2006,767.9159528250001,1286.9680069015,1978181374737.88,EU,0.403313875164751,519.0520540765,EU15
ITA,Italy,2007,761.1380663849,1270.0239956106998,2007108163772.48,EU,0.40069001135769766,508.8859292257998,EU15
ITA,Italy,2008,689.6923631326999,1255.5503989901,1986572667176.02,EU,0.4506852423547052,565.8580358574,EU15
ITA,Italy,2009,617.2733692411,1120.1824501431,1881181927615.29,EU,0.44895282981603113,502.9090809019999,EU15
ITA,Italy,2010,633.5643889363,1143.6640123139998,1909947188308.66,EU,0.4460222739243183,510.0996233776998,EU15
ITA,Italy,2011,626.0278153149001,1163.3923962642,1923230167272.61,EU,0.4618945273106868,537.3645809492999,EU15
ITA,Italy,2012,514.9990131851999,1019.3735707454999,1863124632394.25,EU,0.4947887330367365,504.3745575603,EU15
ITA,Italy,2013,515.9270570393,1002.2604515193,1829252558793.34,EU,0.4852365408041194,486.3333944799999,EU15
ITA,Italy,2014,462.5565399461,925.9775506234,1829227175768.29,EU,0.5004667881692262,463.42101067730005,EU15
ITA,Italy,2015,461.7700334771,888.8067737347,1845428048839.1,EU,0.4804607175339397,427.03674025759994,EU15
ITA,Italy,2016,452.94102049080004,907.0723297918,1868241619489.51,EU,0.5006561157093575,454.131309301,EU15
ITA,Italy,2017,456.33411290960004,934.9550295944999,1898202609462.08,EU,0.5119186501328122,478.6209166848999,EU15
ITA,Italy,2018,447.06560716,962.1553368652001,1913894038926.83,EU,0.5353498650055976,515.08972970520006,EU15
ITA,Italy,2019,428.3010359817,919.787083467,1922107755078.16,EU,0.5343476292716753,491.4860474853,EU15
ITA,Italy,2020,396.3094801893,848.7443585562,1751650987235.43,EU,0.5330637827584945,452.4348783669,EU15
ITA,Italy,2021,419.940841889,943.2538583664,1908092024820.83,EU,0.5547955217312484,523.3130164774,EU15
ITA,Italy,2022,433.1177390596,925.7220732279001,2000084512919.56,EU,0.5321298350925544,492.60433416830006,EU15
ITA,Italy,2023,443.7513843526,953.8818258835,2019599234310.29,EU,0.5347941722848208,510.13044153090004,EU15
ITA,Italy,2024,452.48954107810005,968.7833018288,2033588532657.24,EU,0.532930078146555,516.2937607506999,EU15
LUX,Luxembourg,1994,5.627908790799999,12.592142839700001,30172289819.1612,EU,0.5530618686236186,6.964234048900002,EU15
LUX,Luxembourg,1995,7.3200897208,13.4853662772,30604417413.6204,EU,0.45718272901669466,6.1652765564,EU15
LUX,Luxembourg,1996,7.4802240190000004,11.135800063300001,31032290274.7242,EU,0.3282724207978193,3.655576044300001,EU15
LUX,Luxembourg,1997,6.9320591828,11.538273802400001,32714187913.5681,EU,0.3992117623904793,4.606214619600001,EU15
LUX,Luxembourg,1998,7.0795156386,12.8067757792,34897700608.2885,EU,0.4472054668046796,5.7272601406,EU15
LUX,Luxembourg,1999,5.202443188799999,16.0615369029,37750651094.139,EU,0.6760930650502898,10.859093714099998,EU15
LUX,Luxembourg,2000,6.470076133,14.491150879000001,40369840252.809,EU,0.5535153703784716,8.021074746,EU15
LUX,Luxembourg,2001,8.0839680888,13.4772037516,41610952660.8086,EU,0.4001746773443059,5.393235662799999,EU15
LUX,Luxembourg,2002,8.0539837639,15.278351167099999,42953079744.2546,EU,0.4728499380716397,7.224367403199999,EU15
LUX,Luxembourg,2003,10.2643960745,18.1674816357,44078183528.9345,EU,0.4350127177599588,7.903085561199999,EU15
LUX,Luxembourg,2004,10.8250603613,23.5800633235,45943523456.1968,EU,0.5409231852862882,12.755002962199999,EU15
LUX,Luxembourg,2005,10.0128534407,16.9142982183,47084243707.173,EU,0.40802430514871463,6.9014447776,EU15
LUX,Luxembourg,2006,9.370610122199999,16.425707324999998,49917168649.961,EU,0.42951557964643083,7.055097202799999,EU15
LUX,Luxembourg,2007,12.5423218147,20.9531052585,53959794029.7992,EU,0.4014098788716778,8.4107834438,EU15
LUX,Luxembourg,2008,10.6146622266,19.4058604866,53797819880.8557,EU,0.45301769875499404,8.791198260000002,EU15
LUX,Luxembourg,2009,12.052747585799999,28.0805147771,52055333192.7004,EU,0.5707789660740422,16.0277671913,EU15
LUX,Luxembourg,2010,11.4278395171,24.5341497327,54012829512.59,EU,0.5342068242997408,13.1063102156,EU15
LUX,Luxembourg,2011,12.6673198707,18.9795011529,54576884709.7504,EU,0.33257888241364664,6.312181282199999,EU15
LUX,Luxembourg,2012,12.4382432184,18.2045941291,55477349891.7792,EU,0.31675251147085454,5.766350910699998,EU15
LUX,Luxembourg,2013,11.666715027899999,24.136508641600003,57236974872.2606,EU,0.5166361796091725,12.469793613700004,EU15
LUX,Luxembourg,2014,12.028122684800001,23.8784001604,58738350400.0169,EU,0.49627602335153626,11.850277475599997,EU15
LUX,Luxembourg,2015,13.6781913964,26.3441516545,60071584216.1375,EU,0.48078831401414485,12.665960258099998,EU15
LUX,Luxembourg,2016,14.205287354000001,24.213086449000002,63062061883.63,EU,0.4133219082201444,10.007799095000001,EU15
LUX,Luxembourg,2017,16.8808913474,22.699349713100002,63892707251.4305,EU,0.25632709479523624,5.818458365700003,EU15
LUX,Luxembourg,2018,23.0121176147,26.276061621300002,64922207640.6436,EU,0.12421739808808227,3.2639440066000027,EU15
LUX,Luxembourg,2019,23.2933370172,31.2192091755,66707126419.2733,EU,0.2538780567356592,7.9258721583000025,EU15
LUX,Luxembourg,2020,22.2306600354,27.7402885678,66366885630.9508,EU,0.19861467983413097,5.509628532400001,EU15
LUX,Luxembourg,2021,23.6782143211,49.0990631006,70965934440.7674,EU,0.5177461070370069,25.420848779499998,EU15
LUX,Luxembourg,2022,24.574150236,46.916130547399995,70187142285.2316,EU,0.47621106111527234,22.341980311399993,EU15
LUX,Luxembourg,2023,25.3890659425,48.564786231700005,70256936375.5582,EU,0.47721244316056244,23.175720289200004,EU15
LUX,Luxembourg,2024,26.204383804499997,49.7992042315,70508886559.2138,EU,0.47379914581195914,23.594820427000002,EU15
NLD,Netherlands,1994,223.03140620230002,388.47672912900003,508471242744.716,EU,0.42588219710777375,165.44532292670002,EU15
NLD,Netherlands,1995,220.3817617173,405.70755877740004,524315389158.098,EU,0.4567965103203387,185.32579706010003,EU15
NLD,Netherlands,1996,212.8788658502,396.80585846350004,542250002539.882,EU,0.4635188435107706,183.92699261330006,EU15
NLD,Netherlands,1997,220.4424716907,397.8317098446,565287382969.544,EU,0.44589014340559063,177.38923815390004,EU15
NLD,Netherlands,1998,209.4314094765,399.3107381387,591560723040.107,EU,0.47551771221400435,189.8793286622,EU15
NLD,Netherlands,1999,285.7041967559,475.5528237826,621395031368.011,EU,0.3992166958795932,189.8486270267,EU15
NLD,Netherlands,2000,282.1442928866,457.73903141100004,647616371669.345,EU,0.38361320856366954,175.59473852440004,EU15
NLD,Netherlands,2001,241.1976290607,456.8339485276,662664228363.74,EU,0.4720234128000059,215.6363194669,EU15
NLD,Netherlands,2002,227.6224722526,451.88224384759997,664292962005.237,EU,0.4962792290432039,224.25977159499996,EU15
NLD,Netherlands,2003,216.52054607350001,476.51053964609997,664942855515.362,EU,0.5456122623556073,259.98999357259993,EU15
NLD,Netherlands,2004,207.009222908,478.3575945288,678350164553.838,EU,0.5672500546125712,271.3483716208,EU15
NLD,Netherlands,2005,177.67343963119998,472.5988121938,692147558366.871,EU,0.6240501773450482,294.9253725626,EU15
NLD,Netherlands,2006,240.8440395639,496.5945981968,716631413729.704,EU,0.5150087406539736,255.7505586329,EU15
NLD,Netherlands,2007,233.04768821279998,534.0301216763,744474740255.869,EU,0.5636057241841111,300.98243346350006,EU15
NLD,Netherlands,2008,257.2760451392,526.4209991457,760233900200.237,EU,0.5112732099275688,269.1449540065,EU15
NLD,Netherlands,2009,212.5020753033,463.0215632982,732369119343.411,EU,0.541053609275553,250.51948799490003,EU15
NLD,Netherlands,2010,229.1194436715,459.45548022329996,742031413974.447,EU,0.5013239507772426,230.33603655179996,EU15
NLD,Netherlands,2011,229.8319626869,488.8593073239,755190192159.834,EU,0.5298607201629448,259.027344637,EU15
NLD,Netherlands,2012,208.5038062976,452.6704109316,747805361887.684,EU,0.5393915721849432,244.16660463399998,EU15
NLD,Netherlands,2013,193.3301384979,464.9785092351,747579281182.565,EU,0.5842170451792871,271.64837073719997,EU15
NLD,Netherlands,2014,208.78148005109998,453.6496509876,759634819525.581,EU,0.5397737447905437,244.86817093650004,EU15
NLD,Netherlands,2015,215.7667207956,459.8891737687,775743675302.734,EU,0.5308288755148663,244.1224529731,EU15
NLD,Netherlands,2016,188.35318586160002,448.67020858539996,794549918521.022,EU,0.5801968076831897,260.31702272379994,EU15
NLD,Netherlands,2017,179.7893388255,463.5547286562,816650691531.918,EU,0.6121507823969528,283.7653898307,EU15
NLD,Netherlands,2018,187.77317631900002,516.2737841095,835096710412.613,EU,0.6362914753789358,328.50060779049994,EU15
NLD,Netherlands,2019,200.1200837825,525.4773852924,854304699526.719,EU,0.6191651831578938,325.35730150989997,EU15
NLD,Netherlands,2020,197.401817937,537.6012531217001,821260592382.701,EU,0.6328099743243847,340.19943518470006,EU15
NLD,Netherlands,2021,197.5256310957,556.8210388283,872809729132.839,EU,0.6452619112392977,359.2954077326,EU15
NLD,Netherlands,2022,205.73590418830003,557.6003275918999,916513359459.671,EU,0.6310333871631523,351.8644234035999,EU15
NLD,Netherlands,2023,212.71896547260002,575.2820058412,911031728184.777,EU,0.630235322306746,362.56304036859996,EU15
NLD,Netherlands,2024,219.74284387950001,588.1700713738,920880034447.75,EU,0.6263957406635083,368.42722749430004,EU15
PRT,Portugal,1994,169.628338215,186.091628058,152020360998.271,EU,0.08846872916748731,16.463289842999984,EU15
PRT,Portugal,1995,162.7926849654,179.7689306865,158531058877.056,EU,0.0944337025106132,16.976245721099986,EU15
PRT,Portugal,1996,182.0813123164,199.11803419569998,164086378007.658,EU,0.08556091841764428,17.03672187929999,EU15
PRT,Portugal,1997,191.43644723190002,207.3924180674,171307602359.378,EU,0.07693613384802953,15.955970835499983,EU15
PRT,Portugal,1998,203.74732054229997,225.8567881052,179544008821.687,EU,0.0978915344913248,22.109467562900022,EU15
PRT,Portugal,1999,227.03253648269998,252.40329184200002,186558035204.778,EU,0.10051673721902833,25.370755359300034,EU15
PRT,Portugal,2000,238.6368934466,251.0456461992,193677420299.115,EU,0.04942827306693818,12.408752752600009,EU15
PRT,Portugal,2001,254.0307334583,260.9081739184,197441874347.86,EU,0.026359620539335556,6.87744046009999,EU15
PRT,Portugal,2002,256.4053720729,263.1492803596,198964002685.767,EU,0.02562769040251347,6.743908286700048,EU15
PRT,Portugal,2003,234.07494783,249.90904209240003,197112600768.677,EU,0.0633594292140322,15.834094262400015,EU15
PRT,Portugal,2004,249.8772409924,251.2063563148,200638423891.103,EU,0.005290930300881403,1.3291153223999856,EU15
PRT,Portugal,2005,236.9747290883,246.2990246459,202207110531.023,EU,0.03785762274538194,9.32429555760001,EU15
PRT,Portugal,2006,224.5896429345,234.6573069139,205493047516.038,EU,0.04290368841185921,10.067663979399981,EU15
PRT,Portugal,2007,190.9880800169,215.6512028233,210643893867.297,EU,0.11436580220054898,24.663122806399997,EU15
PRT,Portugal,2008,144.1159347741,186.25800549320002,211316368904.681,EU,0.22625642644196875,42.14207071910002,EU15
PRT,Portugal,2009,175.19251609580002,199.6792117132,204718906458.637,EU,0.12263016969723578,24.486695617399988,EU15
PRT,Portugal,2010,197.1366339488,207.21435563240001,208276152407.912,EU,0.04863428333835116,10.077721683600004,EU15
PRT,Portugal,2011,189.85861610269998,179.8599150821,204707283345.749,EU,-0.05559160314312341,-9.998701020599981,EU15
PRT,Portugal,2012,153.6744095881,143.4586825721,196414790526.28,EU,-0.07121023860557014,-10.215727015999988,EU15
PRT,Portugal,2013,108.4976568932,124.1828780628,194481859660.111,EU,0.12630743798406646,15.685221169599998,EU15
PRT,Portugal,2014,103.933833448,123.7241795857,195923731482.461,EU,0.15995536364815274,19.7903461377,EU15
PRT,Portugal,2015,107.1575630755,125.3799590252,199038523119.639,EU,0.14533738957465683,18.2223959497,EU15
PRT,Portugal,2016,135.1751337638,138.9973664533,203027536357.754,EU,0.027498597901739256,3.822232689499998,EU15
PRT,Portugal,2017,101.1759660717,125.1333783092,209757330876.906,EU,0.19145501033546866,23.957412237499994,EU15
PRT,Portugal,2018,116.4694983442,129.5560882262,215937376369.165,EU,0.10101099887448976,13.086589881999984,EU15
PRT,Portugal,2019,117.7919653044,133.2522107887,221866335067.158,EU,0.1160224313937692,15.460245484300017,EU15
PRT,Portugal,2020,110.0941452499,139.44305034959999,203663019645.466,EU,0.21047233997046724,29.34890509969999,EU15
PRT,Portugal,2021,118.4292909383,143.55848331,214984151437.597,EU,0.1750449837049063,25.129192371700015,EU15
PRT,Portugal,2022,122.58139487700001,144.2840112536,230002603240.143,EU,0.1504159482955773,21.70261637659999,EU15
PRT,Portugal,2023,126.3137820763,148.8300306234,237132635847.463,EU,0.15128834182716253,22.516248547100005,EU15
PRT,Portugal,2024,130.04160003249999,151.4332343222,242206495918.36,EU,0.141261159648652,21.391634289700022,EU15
PRY,Paraguay,1994,66.43778227279999,53.4522967821,19057827421.2974,MERCOSUR,-0.24293596856344155,-12.985485490699993,MERCOSUR
