iso3,country,year,dmc_mt,mf_mt,gdp_2015usd,bloc,gap_rel,gap_abs_mt,g_mf,g_gdp,elasticity,tapio,regime_viterbi,p_regime1,p_regime2,p_regime3
DEU,Germany,2012,1252.1484958408998,2094.6295243226,3284148978797.69,EU,0.4022100417753623,842.4810284817002,-0.04524295105422899,0.00463512036709054,-9.760901006035336,SD,2,0.5823640577760628,0.41763594222393713,0
DEU,Germany,2013,1256.5806580439,2078.7155915411,3297186905208.25,EU,0.3955014032909104,822.1349334971999,-0.00759749282472594,0.00396995583779307,-1.9137474408152215,SD,2,0.6389784733500373,0.3610215266499626,0
DEU,Germany,2014,1273.1176522174,2064.9906239354,3369071713224.27,EU,0.38347533520945054,791.8729717179999,-0.00660261926237087,0.02180186021680193,-0.30284660101079197,SD,2,0.6919775147633476,0.3080224852366525,0
DEU,Germany,2015,1240.8693641215,1941.5426113047,3425099578746.09,EU,0.36088481556032065,700.6732471831999,-0.05978139135345631,0.01663006023347601,-3.5947790034528833,SD,2,0.7403576314589724,0.25964236854102757,0
DEU,Germany,2016,1273.1003906108,1991.8821535923,3501212900675.89,EU,0.3608555665229484,718.7817629814999,0.02592760107066225,0.02222222162593735,1.1667420794867802,EC,2,0.5653815631432999,0.43461843685670004,0
DEU,Germany,2017,1274.2387169495,2003.7080474477,3599173571724.7,EU,0.3640596899470407,729.4693304982,0.0059370449371577,0.0279790672055102,0.21219595683977852,WD,2,0,1,0
DEU,Germany,2018,1204.9535743721,2047.3392441645,3640049243667.4,EU,0.4114538771204817,842.3856697924,0.02177522657174383,0.0113569604599848,1.9173463400235315,END,1,0.26004295415255635,0.7399570458474437,1.6477018930074916e-21
DEU,Germany,2019,1201.5887783915998,1979.9338611721,3675639268112.03,EU,0.3931167086155737,778.3450827805002,-0.03292340689728124,0.00977734697038671,-3.367314977876771,SD,1,0.3084666139446441,0.6915333860553559,0
DEU,Germany,2020,1122.0878184283,1882.2894968167,3523764998709.97,EU,0.40387075403334177,760.2016783884001,-0.04931698289032524,-0.04131914432399371,1.193562540976611,RC,1,0.3279276054247102,0,0.6720723945752899
DEU,Germany,2021,1147.4819934036,2026.5589115451,3661544208117.2,EU,0.4337781216886853,879.0769181415001,0.07664570990402186,0.03909999942041258,1.9602483641983923,END,1,0.6206911532871613,0.2621702935662897,0.117138553146549
DEU,Germany,2022,1163.9931466154,1966.1125232354,3727790994177.62,EU,0.4079722636118743,802.1193766199999,-0.0298271064143969,0.018092581243061,-1.648582146112314,SD,1,0.7503138490652854,0.24968615093471466,0
DEU,Germany,2023,1188.7258071046,2026.644642656,3695372350062.48,EU,0.41345128687843047,837.9188355514,0.03078771876239795,-0.00869647578573324,-3.540252341403154,SND,3,0,0.46430984800004105,0.535690151999959
DEU,Germany,2024,1199.9093031067,2065.4757628852,3677048776153.86,EU,0.4190639635342012,865.5664597784998,0.0191603004354577,-0.00495851897260375,-3.864117600702957,SND,3,0,0.43731860470014666,0.5626813952998534
DNK,Denmark,1995,93.6244064133,129.9879305463,226754355587.313,EU,0.27974538851549596,36.363524133,0.08001120058499364,0.03038021504611497,2.6336614294382845,END,2,0,1,0
DNK,Denmark,1996,94.470914183,131.4072293182,233320596409.064,EU,0.2810828241858706,36.93631513519999,0.01091869657386742,0.02895750692304845,0.3770592752643631,WD,2,0,1,0
DNK,Denmark,1997,94.4291904673,128.1338922356,240713316196.954,EU,0.26304283105930404,33.7047017683,-0.02490987063332469,0.03168481437844817,-0.7861769469689002,SD,2,0.23601510906751916,0.7639848909324808,0
DNK,Denmark,1998,126.5996607033,162.8986786101,246313036680.162,EU,0.22283187449102737,36.2990179068,0.27131608794477213,0.02326302745389553,11.662974154266353,END,2,0.30547934269574595,0.6848363961432254,0.009684261161028605
DNK,Denmark,1999,136.08936090650002,168.6094724891,253621896626.282,EU,0.19287238790633365,32.52011158259998,0.03505733703751428,0.0296730536257023,1.1814536339848822,EC,2,0.16908953980132452,0.8309104601986755,0
DNK,Denmark,2000,128.4496392504,154.7191475216,263066798869.213,EU,0.16978834676899043,26.26950827120001,-0.08238164061866662,0.03724008994715583,-2.2121761987032587,SD,1,0.23601510906751919,0.7639848909324808,0
DNK,Denmark,2001,124.1036111984,150.5301321363,265566018286.991,EU,0.17555635249141796,26.42652093790001,-0.02707496423295104,0.00950032246000189,-2.849899500458182,SD,1,0.28166761477982616,0.7183323852201738,0
DNK,Denmark,2002,120.469623053,146.8470338646,266778406880.15,EU,0.17962508412612022,26.3774108116,-0.02446751503788677,0.00456530018780037,-5.359453711996886,SD,1,0.33230967507362946,0.6676903249263706,0
DNK,Denmark,2003,119.9032913125,149.7927193983,267955142440.516,EU,0.19953859043258151,29.88942808579999,0.02005955078681432,0.00441091006625077,4.5477124868847625,END,1,0.4126722745368186,0.5742452497538153,0.01308247570936619
DNK,Denmark,2004,127.332218237,158.59280304069998,275394519880.793,EU,0.1971122535470762,31.26058480369997,0.05874840698365648,0.02776351807440502,2.11602891341844,END,1,0.5011464550110668,0.4829662738319941,0.015887271156939112
DNK,Denmark,2005,134.877932486,178.81412320950002,281892753289.031,EU,0.24570872778334207,43.93619072350003,0.12750465204660397,0.02359608829925444,5.403635146196358,END,1,0.588532416230186,0.39281001573196156,0.018657568037852408
DNK,Denmark,2006,134.0669051562,177.6200444116,292651155542.909,EU,0.2452039655753832,43.5531392554,-0.0066777655839916,0.03816487699081487,-0.17497149501094264,SD,1,0.655375612305979,0.34462438769402104,0
DNK,Denmark,2007,130.78500452330002,181.0343313598,295540131122.49,EU,0.27756794227405984,50.24932683649999,0.01922241917859263,0.00987173815945314,1.9472172851531016,END,1,0.7163931540733377,0.2608958555965269,0.02271099033013541
DNK,Denmark,2008,127.6635218737,179.0282554833,294307201413.926,EU,0.286908530002357,51.36473360960001,-0.0110811902992753,-0.00417178439990934,2.6562231498627087,RND,3,0.28555783414275604,0.042224506643490686,0.6722176592137532
DNK,Denmark,2009,103.5494124226,150.1816727279,279666951317.258,EU,0.3105056659595781,46.63226030530001,-0.16112865914671687,-0.0497447905669062,3.2391061920343316,RND,3,0.05753408929470733,0.016364609849695035,0.9261013008555976
DNK,Denmark,2010,98.5694894436,141.2779519289,284093791186.593,EU,0.30230097408825396,42.70846248529999,-0.05928633392658919,0.01582897031087936,-3.745432126171926,SD,1,0.6367631714289467,0.3632368285710533,0
DNK,Denmark,2011,109.2624491703,153.9966903011,287817703286.122,EU,0.2904883283097445,44.73424113079999,0.09002635017388182,0.01310803760960451,6.8680265387641075,END,1,0.7008838392022056,0.276896844485009,0.022219316312785363
DNK,Denmark,2012,104.1902219608,149.0088833155,287802068160.374,EU,0.3007784526497282,44.818661354699984,-0.03238905314034775,-5.432301616430741e-5,596.2307586600607,RND,3,0.2845388076433517,0.045642373329376915,0.6698188190272714
DNK,Denmark,2013,106.0759401222,153.0582743799,291810211099.295,EU,0.3069571667918259,46.98233425770002,0.0271755010459756,0.01392673431619495,1.9513189832575528,END,2,0.5875674664302983,0.28506468894493475,0.12736784462476688
DNK,Denmark,2014,106.897410292,142.962324218,295539545106.694,EU,0.2522686597554572,36.064913926,-0.065961479069346185,0.0127799983192843,-5.161305770268687,SD,2,0.7234665340725985,0.27653346592740147,0
DNK,Denmark,2015,109.3598998094,144.4675314757,301758922337.637,EU,0.2430139928860432,35.10763166629998,0.01052869884379303,0.02104414564452879,0.5003148629381571,WD,2,0,1,0
DNK,Denmark,2016,112.5590872364,143.4667739439,311032111297.516,EU,0.21543445815256068,30.907686707500005,-0.00692721417454516,0.03073045492090944,-0.22541853650958457,SD,1,0.23601510906751916,0.7639848909324808,0
DNK,Denmark,2017,119.3265728461,151.9530687926,320538736986.013,EU,0.2147142943919858,32.626495946499986,0.05915163919430157,0.03056477239227399,1.9352880641523644,END,1,0.30547934269574595,0.6848363961432254,0.009684261161028605
DNK,Denmark,2018,118.4192858095,150.23436605790002,326500781502.599,EU,0.2117696575238887,31.815080248400022,-0.01131074711657073,0.01860007490091956,-0.6081022349007605,SD,1,0.3615021510452707,0.6384978489547294,0
DNK,Denmark,2019,120.3465002937,149.06705963119998,332088518944.146,EU,0.19266871841811475,28.720559337499992,-0.0077699028346827,0.01711400939327466,-0.454008330609896,SD,1,0.4181426151424708,0.5818573848575292,0
DNK,Denmark,2020,113.6595154608,141.7864488152,326176991232.295,EU,0.198375328456528,28.126933354399995,-0.04884117815171645,-0.01780106018312928,2.7437229945441683,RND,3,0.2551639579001369,0.14416711277328179,0.6006689293265812
DNK,Denmark,2021,113.9994662816,150.74884322999998,347379325644.417,EU,0.24377883213558632,36.749376948399984,0.06321051475434918,0.06500254457562962,0.9724313896789772,EC,2,0.3943949405933941,0.6056050594066059,0
DNK,Denmark,2022,117.9681787326,151.8004168464,348921108389.075,EU,0.22287315685063833,33.83223811379999,0.00697566623974432,0.0044383261490818,1.571688516218538,END,2,0.4772917560463866,0.5075772109522663,0.015131033001347133
DNK,Denmark,2023,121.5409359984,156.0178376236,351030642724,EU,0.22098051191029236,34.4769016252,0.02778266927598376,0.00604587766175696,4.595307882546533,END,2,0.5655433335152272,0.41652789496356685,0.017928771521205814
DNK,Denmark,2024,125.1452818747,158.7327567904,363238912546.89,EU,0.21159762858557843,33.587474915700014,0.0174013382581924,0.03477835931402957,0.5003496024946961,WD,2,0,1,0
ESP,Spain,1995,579.0541162764,650.1121723427,803136997375.095,EU,0.10930122383378855,71.05805606629997,0.03824404022116803,0.02757494002935426,1.3869129064453527,END,2,0,1,0
ESP,Spain,1996,555.0878603843,629.8891650871001,824078081163.909,EU,0.11875312173762607,74.80130470280005,-0.03110695064011129,0.02607411171102334,-1.1930205325829075,SD,2,0.23601510906751916,0.7639848909324808,0
ESP,Spain,1997,599.3666032446,654.5027822079,853640231891.445,EU,0.08424132098767192,55.13617896330004,0.03907610812355605,0.03587299723562964,1.0892903056548904,EC,2,0.12352679706873655,0.8764732029312634,0
ESP,Spain,1998,687.237686331,740.2884347316999,890363642200.019,EU,0.07166226826159582,53.050748400699945,0.13106995853311804,0.04301977453335881,3.0467374586420135,END,2,0.25880748897157363,0.7364415067760369,0.004751004252389503
ESP,Spain,1999,736.5870676155,801.7954815547,929618577227.575,EU,0.08132798879429873,65.2084139392,0.08308524615178121,0.0440886545305916,1.8845040075816153,END,2,0.33306620895343686,0.6563749751117279,0.01055881593483514
ESP,Spain,2000,784.5663023592,816.0523655926,977964704474.031,EU,0.03858338577394544,31.48606323340005,0.0177811977815784,0.05200641255539443,0.34190394814560293,WD,2,0,1,0
ESP,Spain,2001,809.8377515023001,849.1360753573999,1016292009754.12,EU,0.04628036070491912,39.29832385509985,0.04054116029769143,0.03919088808087627,1.0344537284796576,EC,2,0.09993963160967073,0.9000603683903293,0
ESP,Spain,2002,855.4719145765,900.5714287929,1044295490089.67,EU,0.05007877529142805,45.09951421639994,0.06057374657395278,0.02755456115641917,2.198320134009516,END,1,0.2590686107825218,0.7371845337288926,0.0037468554885856263
ESP,Spain,2003,898.0793332293,970.94464482,1074990358774.14,EU,0.07504579378385494,72.8653115907,0.07814284772661097,0.02939289595307388,2.658562390428183,END,1,0.33306620895343686,0.656374975111728,0.010558815934835139
ESP,Spain,2004,928.0822226382,1011.7789905131,1108471271904.22,EU,0.08272238172533616,83.69676787489993,0.04205630661948819,0.03114531479915759,1.3503253022385795,END,1,0.4172680583464725,0.569503771082245,0.013228170571282413
ESP,Spain,2005,1006.7945149841,1091.1149899024,1147835587310.16,EU,0.07727918294463403,84.32047491830008,0.07841238070091447,0.03551225584612291,2.2080371644279877,END,1,0.5058321092372287,0.47813207568519905,0.016035815077572155
ESP,Spain,2006,1056.5048379649,1145.3119877068998,1194247574981.13,EU,0.07753970157931044,88.807149741999865,0.04967120634035794,0.04043435156051565,1.228440779272002,END,1,0.59300012003054825,0.3882006774432867,0.018799202526165158
ESP,Spain,2007,1051.0891568617,1181.0222999158002,1236446314615.43,EU,0.1100175187745088,129.93314305410013,0.03117954984510224,0.0353350013165962,0.8823984345079895,EC,1,0.41068759055875526,0.5893124094412446,0
ESP,Spain,2008,896.6006697458,1078.0707358963,1245931907237.16,EU,0.16832853365565767,181.47006615049995,-0.08717156655453503,0.0076716574829051604,-11.362807417925046,SD,1,0.46936936850655014,0.5306306314934498,0
ESP,Spain,2009,769.3262465461,882.7939873569,1198983535018.34,EU,0.12853252563548176,113.46774081079992,-0.1811353764064919,-0.03768133069400824,4.807032370417176,RND,1,0.2622557627908668,0.12038083862535819,0.617363398583775
ESP,Spain,2010,683.1173245236,826.9235999162,1200112046037.65,EU,0.17390515327797304,143.8062753926,-0.06328813770920302,9.41223116372947e-4,-67.24031380900121,SD,1,0.6443667542879372,0.3556332457120629,0
ESP,Spain,2011,613.1924382449,772.0114324967001,1192432281393.69,EU,0.20572103930919303,158.81899425180006,-0.06640536976458855,-0.00639920636520219,10.377125845743894,RND,3,0.2794746847851068,0.06262769885383357,0.6578976163610596
ESP,Spain,2012,442.9299915055,640.0755207373,1158267740898.69,EU,0.3080035446515889,197.14552923180003,-0.1708989092722587,-0.02865113686377997,5.964821224539425,RND,3,0.057534089294707345,0.01636460984969504,0.9261013008555976
ESP,Spain,2013,617.3181380686999,758.8637469118,1141735527746.35,EU,0.18652308720652516,141.54560884310013,0.18558470418876255,-0.01427322247575732,-13.002298850450416,SND,3,0,0.21063435599775115,0.7893656440022487
ESP,Spain,2014,619.0301719016,736.4468567188,1159095455877.44,EU,0.15943673836879924,117.4166848171999,-0.02954007262071186,0.01520485936472194,-1.9428047252610727,SD,1,0.6367631714289467,0.3632368285710533,0
ESP,Spain,2015,593.0577618902,712.5967369615,1206164777553.12,EU,0.1677512243193985,119.5389750713,-0.03238539147761845,0.04060866724738258,-0.7974994914344509,SD,1,0.6899296131160926,0.3100703868839073,0
ESP,Spain,2016,535.8465749109,687.5162538952001,1241326362266.48,EU,0.22060522660373272,151.66967898430005,-0.03519589939920677,0.02915155985958256,-1.207341890750911,SD,1,0.7385098366818522,0.26149016331814784,0
ESP,Spain,2017,412.4071447507,606.1216729641,1277275696051.09,EU,0.31959676885679267,193.71452821339992,-0.1183893187542113,0.02896042078649799,-4.087969564634471,SD,1,0.781885005121335,0.2181149948786651,0
ESP,Spain,2018,459.7905425842,648.5394521718,1307871701701.25,EU,0.291036896761679,188.7489095876,0.06998228425039739,0.02395411244788619,2.921514391428554,END,1,0.8163932627039441,0.1577255582403459,0.025881179055710104
ESP,Spain,2019,410.1178516749,615.4614121540999,1333521400432.69,EU,0.33364164905237914,205.34356047919988,-0.05100389792314076,0.0196117850841756,-2.6006759560247725,SD,1,0.8678965419911283,0.1321034580088717,0
ESP,Spain,2020,399.4853547204,619.0353751522,1187633217292.02,EU,0.3546647400850396,219.5500204318,0.00580696519314075,-0.10940070635036928,-0.05307977788135326,SND,2,0,0.33329236118817485,0.6667076388118252
ESP,Spain,2021,413.2662541561,654.9640024098001,1267004457826.92,EU,0.369024476710819,241.69774825370007,0.05803969966783628,0.06683144204729985,0.8684490097753507,EC,2,0.2727673542339855,0.7272326457660144,0
ESP,Spain,2022,424.9080202559,651.4912446343,1347716659731.45,EU,0.3477916644997852,226.58322437839996,-0.00530221166769903,0.06370317121295857,-0.08323308819232614,SD,2,0.3225276905225115,0.6774723094774885,0
ESP,Spain,2023,434.8790172797,673.5951312046,1380882052539.27,EU,0.3543910917200373,238.71611392489996,0.03392814063481011,0.02460857968056038,1.378711858840506,END,2,0.4021815746268176,0.5850685242883191,0.012749901084863294
ESP,Spain,2024,444.4785397532,687.96507047,1428595035672.37,EU,0.35392280970087087,243.4865307168,0.02133319942455947,0.03455254056301323,0.6174133385547804,WD,2,0,1,0
EST,Estonia,1995,20.992329811,12.9712489736,10302024946.6889,EU,-0.6183738245812004,-8.021080837400001,-0.28427803045627126,0.04526681792187819,-6.2800533261887415,SD,2,0,1,0
EST,Estonia,1996,23.0534980033,13.1417484937,10811255302.9678,EU,-0.7542184751406236,-9.9117495096,0.01314441812403821,0.04943012261318278,0.2659191891329167,WD,2,0,1,0
EST,Estonia,1997,22.855231302,14.5665936515,12222126358.4524,EU,-0.5690168785374523,-8.2886376505,0.10842127731199956,0.13050020704786255,0.830813067386435,EC,2,0.09993963160967073,0.9000603683903293,0
EST,Estonia,1998,21.133657502,15.036875847,12752545572.9222,EU,-0.405455343053615,-6.096781655000003,0.03228498074095531,0.04339827611935785,0.7439231146454353,WD,2,0,1,0
EST,Estonia,1999,19.3416488397,15.5978538429,12698344018.6504,EU,-0.24001987930564816,-3.7437949967999984,0.03730681835827756,-0.0042502537208639,-8.777550896583794,SND,2,0,1,1.86768988559133e-20
EST,Estonia,2000,24.502655916,17.3463853116,13979307068.9028,EU,-0.41255111516601733,-7.156270604400003,0.11210077272880171,0.10087638580046455,1.1112687259686247,EC,2,0.09993963160967073,0.9000603683903293,0
EST,Estonia,2001,24.80744391,17.774752199599998,14801394595.5546,EU,-0.39565624496066193,-7.032691710400002,0.02469487909469754,0.0588074589534232,0.4199276679214525,WD,2,0,1,0
EST,Estonia,2002,28.4469682278,22.4071584082,15827575405.1485,EU,-0.2695482269358038,-6.0398098195999985,0.26061720335568167,0.06933000826166072,3.7590822486574287,END,2,0.26004295415255635,0.7399570458474437,1.6477018930074916e-21
EST,Estonia,2003,33.7913371644,26.0169982875,17029885802.1805,EU,-0.29881767262271824,-7.774338876899996,0.16110208235859858,0.07596301810325945,2.1207962292862867,END,2,0.33306620895343686,0.656374975111728,0.01055881593483514
EST,Estonia,2004,35.1085610416,27.4983367325,18188037434.5502,EU,-0.2767521680722439,-7.610224309099998,0.05693733107219041,0.06800701107587064,0.8372273706996098,EC,2,0.18798040116101877,0.8120195988389811,0
EST,Estonia,2005,39.1901076428,30.058933874,19920094036.3597,EU,-0.3037757029931846,-9.1311737688,0.09311825534791918,0.0952305386462018,0.9778192654550646,EC,2,0.09993963160967073,0.9000603683903292,0
EST,Estonia,2006,41.7055738294,34.632542838,21864807422.0901,EU,-0.2042307729029713,-7.073030991400003,0.1521547298773634,0.09762571312066894,1.5585517894173495,END,1,0.2590686107825218,0.7371845337288925,0.0037468554885856263
EST,Estonia,2007,48.9442332895,39.0574474025,23520174236.2883,EU,-0.25313446076271634,-9.886785886999997,0.1277672443862496,0.07570918793118556,1.6876055321367498,END,1,0.33306620895343686,0.656374975111728,0.01055881593483514
EST,Estonia,2008,41.2005958164,33.8145051106,22314692031.2014,EU,-0.2184296556061274,-7.386090705799994,-0.13423668571757222,-0.0512531154308802,2.6190931924636547,RND,3,0.24071967567510089,0.19261396969736294,0.5666663546275362
EST,Estonia,2009,36.0424280951,26.8920279481,19050002927.2983,EU,-0.34026441459378676,-9.150400147,-0.20471916237892768,-0.14630222542790483,1.3992894624819612,RND,3,0.057400494924342106,0.018648614901777646,0.9239508901738803
EST,Estonia,2010,37.8967784439,28.5462329279,19516680413.329,EU,-0.32755794922632786,-9.350545515999997,0.06151283878599693,0.02449750206400003,2.510984125046458,END,2,0.5795418989996127,0.2906117922818938,0.12984630871849334
EST,Estonia,2011,39.953383575,29.2833992531,21001309333.0129,EU,-0.3643697314535797,-10.669984321900005,0.02582359385428829,0.07606974589131302,0.3394725925755627,WD,2,0,1,0
EST,Estonia,2012,41.1143619186,31.3306173421,21772481344.2301,EU,-0.31227423544422983,-9.783744576500006,0.06991053433741218,0.03672018725065668,1.9038719454286537,END,2,0.26004295415255635,0.7399570458474437,1.6477018930074916e-21
EST,Estonia,2013,44.2766429636,32.3154610046,22154913628.3244,EU,-0.3701380573619966,-11.961181959,0.03143390542696512,0.01756493796218827,1.7895824906772988,END,2,0.33306620895343686,0.656374975111728,0.01055881593483514
EST,Estonia,2014,40.9620172209,29.4770627683,22891074856.6938,EU,-0.3896234351053139,-11.4849544526,-0.08783406295506552,0.03322789881826665,-2.643383002803047,SD,2,0.3917544466649588,0.6082455533350412,0
EST,Estonia,2015,42.9518647588,31.2510020143,23311847750.9394,EU,-0.3744156023907923,-11.7008627445,0.0601803259688314,0.0183815262882929,3.273956962276844,END,2,0.4746106049035951,0.5103433595539689,0.015046035542435993
EST,Estonia,2016,41.0812277992,32.094395313999996,24032887679.5037,EU,-0.28001251923508996,-8.986832485200004,0.02698772024378843,0.03093019207519681,0.8725364581693016,EC,2,0.297886005545046,0.702113994454954,0
EST,Estonia,2017,46.833296445200006,35.608490426399996,25387062190.0468,EU,-0.31522835942739047,-11.22480601880001,0.1094924854641865,0.056346724896400933,1.943191652496207,END,2,0.3753658092224391,0.6127343991407447,0.011899791636816176
EST,Estonia,2018,45.6795835692,34.882470843099995,26326306710.8582,EU,-0.3095283236862721,-10.797112726100003,-0.02038894585550116,0.03699697561617191,-0.5510976374671248,SD,2,0.4374339021436398,0.5625660978563602,0
EST,Estonia,2019,39.1649232391,34.5029303427,27307395871.0676,EU,-0.1351187522362537,-4.661992896400001,-0.01088055092505218,0.03726649434668909,-0.2919660439168423,SD,2,0.4967161667478249,0.5032838332521751,0
EST,Estonia,2020,35.8485262274,34.6572168385,26519903136.8312,EU,-0.03437406397782643,-1.1913093889000024,0.00447169252778103,-0.02883807514837968,-0.15506210122461242,SND,2,0,0.725202917673731,0.2747970823262688
EST,Estonia,2021,35.6784240336,36.787349182099994,28709089435.1187,EU,0.03014419829520017,1.108925148499992,0.06146287953606463,0.08254880445800448,0.7445641392339363,WD,2,0,1,0
EST,Estonia,2022,36.8445252964,36.9520350654,28357067289.1155,EU,0.00290944108517214,0.10750976899999642,0.00447669883700496,-0.01226169665877949,-0.3650961984775247,SND,2,0,1,1.86768988559133e-20
EST,Estonia,2023,37.8415575972,38.5186528927,27578887219.4051,EU,0.0175783742330284,0.6770952955000027,0.04239598237356353,-0.02744219145712202,-1.5449197065695928,SND,2,0,1,2.0828768903682692e-20
EST,Estonia,2024,38.820818013099995,39.6236444697,27554054399.2591,EU,0.02026129770102107,0.802826456600009,0.02868718124899472,-9.004286484962671e-4,-31.85947192695708,SND,2,0,1,2.322856794320871e-20
FIN,Finland,1995,97.274255208,117.7442770866,152674521262.385,EU,0.17385152285188743,20.470021878600008,0.04242516175459242,0.0423436710187127,1.0019245080532508,EC,2,0,1,0
FIN,Finland,1996,97.8888460191,114.2843622542,158266465561.969,EU,0.14346246425763687,16.39551623509999,-0.02938499363204929,0.03662657169871665,-0.8022862165141955,SD,2,0.23601510906751916,0.7639848909324808,0
FIN,Finland,1997,101.2586200248,117.8046976769,168391880311.838,EU,0.1404534621996188,16.546077652099996,0.03080329936015044,0.06397700684043157,0.4814745309510739,WD,2,0,1,0
FIN,Finland,1998,86.78817592579999,118.7246319273,177576428488.635,EU,0.2689960413695452,31.93645600150002,0.00780897764300597,0.05454270217654503,0.14317181458538125,WD,2,0,1,0
FIN,Finland,1999,118.5974959968,145.9257130059,185370756398.689,EU,0.1872748568170099,27.3282170091,0.22911067936817325,0.04389280703746571,5.21977733555775,END,2,0.26004295415255635,0.7399570458474437,1.6477018930074916e-21
FIN,Finland,2000,114.8714054867,145.3524480165,196036503503.623,EU,0.20970436305510232,30.481042529800007,-0.00392847139542038,0.05753737704988629,-0.06827685926687796,SD,2,0.3084666139446441,0.6915333860553559,0
FIN,Finland,2001,160.5607067926,177.1196598199,201212380923.485,EU,0.093490203425964,16.558953027299992,0.2185529878368052,0.02640262056993045,8.277700588770795,END,2,0.38694879728888393,0.6007842088914267,0.012266993819689315
FIN,Finland,2002,152.9892770351,178.6086364962,204607490634.566,EU,0.1434385255029091,25.619359461100004,0.00840661436349891,0.01687326443581064,0.4982209812143581,WD,2,0,1,0
FIN,Finland,2003,162.31001411179997,189.593424841,208723783982.573,EU,0.1439048361095903,27.28341072920003,0.06150199990487975,0.02011799927383298,3.057063431992165,END,2,0.26004295415255635,0.7399570458474437,1.6477018930074916e-21
FIN,Finland,2004,159.9469387709,188.9979515366,217083963685.375,EU,0.15371072823545487,29.05101276569999,-0.00314079090506112,0.04005379522776388,-0.07841431472850884,SD,2,0.3084666139446441,0.6915333860553559,0
FIN,Finland,2005,167.3432348699,201.0029293963,223113056548.362,EU,0.167458726235955,33.65969452639999,0.0635190898213265,0.02777309185180121,2.2870730475478904,END,2,0.38694879728888393,0.6007842088914267,0.012266993819689315
FIN,Finland,2006,182.3485504519,205.6886264254,232081249320.459,EU,0.1134728564195312,23.340075973500007,0.02331158577227308,0.04019573265158988,0.5799517569273868,WD,2,0,1,0
FIN,Finland,2007,179.0957956257,210.2902504904,244411266035.096,EU,0.1483399957532699,31.194454864699992,0.02237179636507002,0.05312801766941388,0.42109224748939966,WD,2,0,1,0
FIN,Finland,2008,184.8707443754,205.5902278351,246328504349.487,EU,0.10078048785625504,20.7194834597,-0.02235016908458425,0.00784431235717132,-2.8492196724103653,SD,1,0.23601510906751916,0.7639848909324808,0
FIN,Finland,2009,150.9354636225,176.1223429159,226434937568.653,EU,0.14300785962986504,25.186879293399983,-0.14333310113764566,-0.08076031165524111,1.774796285451726,RND,1,0.21420768466123058,0.28153653541649754,0.5042557799222719
FIN,Finland,2010,152.0980850559,174.09860738569998,233609048324.553,EU,0.12636816951131472,22.000522329799963,-0.01149050993017033,0.03168287912162348,-0.3626725300456703,SD,1,0.4912837093591462,0.5087162906408538,0
FIN,Finland,2011,163.0947916287,183.6281080773,239193226293.28,EU,0.11182011655838826,20.533316448600004,0.05473622583601866,0.02390394553968172,2.2898406351015925,END,1,0.5718073394415588,0.4100653084433088,0.018127352115132406
FIN,Finland,2012,160.8054524431,177.89469923750002,235550695854.071,EU,0.0960638336479316,17.089246794400026,-0.03122293694485184,-0.01522840130406869,2.05030957100597,RND,3,0.27433122489024536,0.07987912483256386,0.6457896502771908
FIN,Finland,2013,163.4905021866,176.6018284145,233242909052.234,EU,0.07424230171120637,13.111326227900008,-0.00726761858864583,-0.00979741024949776,0.7417897590864269,RD,3,0,0.027749164385221427,0.9722508356147785
FIN,Finland,2014,160.44160196599998,172.1766770049,232127848351.009,EU,0.06815716996655738,11.73507503890002,-0.02505722307253686,-0.00478068424783405,5.241346588386239,RND,3,0.05576927646162264,0.016395253370211926,0.9278354701681654
FIN,Finland,2015,145.819411607,161.1362359858,233210733506.25,EU,0.09505512081186863,15.316824378799993,-0.06412274421340934,0.00466503766322568,-13.745386177455003,SD,2,0.6367631714289467,0.3632368285710533,0
FIN,Finland,2016,155.40839518399997,170.7808003748,239208760000.401,EU,0.09001249061406993,15.372405190800038,0.05985347944859485,0.02571934148987295,2.327177757337305,END,2,0.7008838392022056,0.276896844485009,0.022219316312785363
FIN,Finland,2017,150.7095990161,176.0449329931,247110710501.527,EU,0.1439140198257965,25.335333977000005,0.03082391350050578,0.03303370035910374,0.9331050764953446,EC,2,0.5359133735599276,0.4640866264400724,0
FIN,Finland,2018,160.80087237799998,179.34660058880002,250058685918.643,EU,0.10340719115898422,18.545728210800036,0.0187546868834301,0.0119297759742299,1.5720904503104698,END,2,0.6129539693429754,0.36761425413680754,0.019431776520216926
FIN,Finland,2019,141.6757573634,165.8832893724,253433824168.6,EU,0.14593110674731818,24.207532008999976,-0.07506867245991612,0.01349738457417595,-5.561719905613585,SD,2,0.6791140191433961,0.3208859808566039,0
FIN,Finland,2020,138.5108510466,170.7594333472,247120696232.09,EU,0.1888538844880676,32.24858230059999,0.02939502823490139,-0.02491036055357047,-1.1800322268192989,SND,2,0,0.5517094213865376,0.4482905786134625
FIN,Finland,2021,142.71386170469998,168.0760164947,253734502126.393,EU,0.1508969293712395,25.362154790000034,-0.01571460387224334,0.02676346414988843,-0.5871662870035774,SD,2,0.29769563382198655,0.7023043661780134,0
FIN,Finland,2022,148.3677434757,166.0108361571,255670602724.759,EU,0.10627675331207846,17.64309268139999,-0.01228718041199618,0.0076304191276343,-1.6102890557475358,SD,2,0.349816072385158,0.650183927614842,0
