reporter_iso3,year,material_cat,value_musd,value_const_musd,weight_kt
ARG,2000,Agricultural biomass,1459.240841,2009.9736101928377,NA
ARG,2000,Forest products,48.22177,66.42117079889807,NA
ARG,2000,Fossil fuels,19.692008,27.12397796143251,NA
ARG,2000,Metal ores & minerals,111.042256,152.95076584022038,NA
ARG,2000,Processed foods/beverages,1511.845268,2082.4314986225895,NA
ARG,2001,Agricultural biomass,1449.633228,1940.6067309236948,NA
ARG,2001,Forest products,35.322165,47.28536144578313,NA
ARG,2001,Fossil fuels,43.139631,57.75051004016064,NA
ARG,2001,Metal ores & minerals,151.48647200000002,202.79313520749668,NA
ARG,2001,Processed foods/beverages,1673.4749550000001,2240.2609839357433,NA
ARG,2002,Agricultural biomass,1676.608919,2208.970907773386,NA
ARG,2002,Forest products,31.744701000000003,41.82437549407115,NA
ARG,2002,Fossil fuels,50.110219,66.02136890645586,NA
ARG,2002,Metal ores & minerals,264.473378,348.4497733860342,NA
ARG,2002,Processed foods/beverages,1798.96391,2370.1764295125167,NA
ARG,2003,Agricultural biomass,1839.598134,2370.6161520618557,NA
ARG,2003,Forest products,45.37862,58.47760309278351,NA
ARG,2003,Fossil fuels,55.469222,71.48095618556701,NA
ARG,2003,Metal ores & minerals,240.611767,310.0667100515464,NA
ARG,2003,Processed foods/beverages,2219.1564439999997,2859.7376855670104,NA
ARG,2004,Agricultural biomass,1829.2075260000001,2295.1160928481804,NA
ARG,2004,Forest products,57.232952,71.81047929736512,NA
ARG,2004,Fossil fuels,31.025013,38.92724341279799,NA
ARG,2004,Metal ores & minerals,396.461492,497.4422735257214,NA
ARG,2004,Processed foods/beverages,2371.203668,2975.1614404015054,NA
ARG,2005,Agricultural biomass,1997.518939,2424.173469660194,NA
ARG,2005,Forest products,36.769211,44.62282888349514,NA
ARG,2005,Fossil fuels,44.836127000000005,54.412775485436896,NA
ARG,2005,Metal ores & minerals,393.428576,477.4618640776699,NA
ARG,2005,Processed foods/beverages,2578.675394,3129.46042961165,NA
ARG,2006,Agricultural biomass,2199.588712,2587.751425882353,NA
ARG,2006,Forest products,42.330461,49.80054235294118,NA
ARG,2006,Fossil fuels,69.665583,81.95950941176471,NA
ARG,2006,Metal ores & minerals,731.889241,861.046165882353,NA
ARG,2006,Processed foods/beverages,2952.231606,3473.2136541176474,NA
ARG,2007,Agricultural biomass,2743.474056,3135.398921142857,NA
ARG,2007,Forest products,51.911257,59.327150857142854,NA
ARG,2007,Fossil fuels,28.300566,32.343504,NA
ARG,2007,Metal ores & minerals,528.4452679999999,603.9374491428572,NA
ARG,2007,Processed foods/beverages,3699.401497,4227.887425142857,NA
ARG,2008,Agricultural biomass,4478.998174,4932.817372246696,NA
ARG,2008,Forest products,50.594066,55.72033700440529,NA
ARG,2008,Fossil fuels,55.929339,61.59618832599119,NA
ARG,2008,Metal ores & minerals,549.460486,605.1326938325992,NA
ARG,2008,Processed foods/beverages,4558.048082,5019.8767422907495,NA
ARG,2009,Agricultural biomass,2287.689229,2527.833402209945,NA
ARG,2009,Forest products,47.995691,53.03391270718232,NA
ARG,2009,Fossil fuels,14.603672,16.136654143646407,NA
ARG,2009,Metal ores & minerals,480.210465,530.6192983425414,NA
ARG,2009,Processed foods/beverages,4376.713774,4836.147816574586,NA
ARG,2010,Agricultural biomass,2512.86973,2731.3801413043475,NA
ARG,2010,Forest products,39.720798,43.174780434782605,NA
ARG,2010,Fossil fuels,18.103399999999997,19.67760869565217,NA
ARG,2010,Metal ores & minerals,786.246785,854.6160706521739,NA
ARG,2010,Processed foods/beverages,4008.902651,4357.502881521739,NA
ARG,2011,Agricultural biomass,2903.007742,3059.0176417281345,NA
ARG,2011,Forest products,36.43649,38.39461538461538,NA
ARG,2011,Fossil fuels,70.299887,74.07785774499472,NA
ARG,2011,Metal ores & minerals,836.560281,881.5176828240252,NA
ARG,2011,Processed foods/beverages,4704.157645,4956.96274499473,NA
ARG,2012,Agricultural biomass,2307.653166,2383.9392210743804,NA
ARG,2012,Forest products,21.588988,22.30267355371901,NA
ARG,2012,Fossil fuels,36.515098,37.722208677685956,NA
ARG,2012,Metal ores & minerals,847.233192,875.2409008264464,NA
ARG,2012,Processed foods/beverages,3979.424166,4110.975378099173,NA
ARG,2013,Agricultural biomass,2021.216577,2056.171492370295,NA
ARG,2013,Forest products,16.867119,17.158818921668363,NA
ARG,2013,Fossil fuels,70.334778,71.55114750762971,NA
ARG,2013,Metal ores & minerals,864.779277,879.7347680569685,NA
ARG,2013,Processed foods/beverages,3990.649812,4059.6641017294,NA
ARG,2014,Agricultural biomass,4017.53129116,4021.5528440040034,NA
ARG,2014,Forest products,30.104765139999998,30.134900040040037,NA
ARG,2014,Fossil fuels,148.98424284,149.13337621621622,NA
ARG,2014,Metal ores & minerals,1501.26702592,1502.7697957157156,NA
ARG,2014,Processed foods/beverages,8040.59541386,8048.644057917917,NA
ARG,2015,Agricultural biomass,1794.87352603,1794.87352603,NA
ARG,2015,Forest products,11.88279797,11.88279797,NA
ARG,2015,Fossil fuels,8.22946047,8.22946047,NA
ARG,2015,Metal ores & minerals,481.52113964,481.52113964,NA
ARG,2015,Processed foods/beverages,3634.61069725,3634.61069725,NA
ARG,2016,Agricultural biomass,2106.90778807,2079.869484768016,NA
ARG,2016,Forest products,11.01165616,10.870341717670287,NA
ARG,2016,Fossil fuels,10.632693249999999,10.49624210266535,NA
ARG,2016,Metal ores & minerals,612.52777399,604.667101668312,NA
ARG,2016,Processed foods/beverages,3611.24160986,3564.8979366831195,NA
ARG,2017,Agricultural biomass,2032.49935169,1965.666684419729,NA
ARG,2017,Forest products,8.29051469,8.017905889748548,NA
ARG,2017,Fossil fuels,22.30252711,21.56917515473888,NA
ARG,2017,Metal ores & minerals,478.23967594,462.5141933655706,NA
ARG,2017,Processed foods/beverages,3477.7350465600002,3363.380122398453,NA
ARG,2018,Agricultural biomass,4176.61484974,3943.9233708593006,NA
ARG,2018,Forest products,17.4620164,16.48915618508026,NA
ARG,2018,Fossil fuels,298.30553812,281.68606054768645,NA
ARG,2018,Metal ores & minerals,363.51700736,343.2644073276675,NA
ARG,2018,Processed foods/beverages,6199.54284636,5854.148107988668,NA
ARG,2019,Agricultural biomass,1976.25625233,1831.5627917794254,NA
ARG,2019,Forest products,9.34378166,8.659667896200185,NA
ARG,2019,Fossil fuels,263.13034803,243.8650120759963,NA
ARG,2019,Metal ores & minerals,160.44029848,148.69351110287303,NA
ARG,2019,Processed foods/beverages,2695.28014773,2497.942676302132,NA
ARG,2020,Agricultural biomass,2043.87644591,1871.6817270238093,NA
ARG,2020,Forest products,8.46975351,7.7561845329670325,NA
ARG,2020,Fossil fuels,210.69551253999998,192.9446085531135,NA
ARG,2020,Metal ores & minerals,0.32883546,0.3011313736263736,NA
ARG,2020,Processed foods/beverages,2411.36134113,2208.206356346154,NA
ARG,2021,Agricultural biomass,2550.82958591,2231.6969255555555,NA
ARG,2021,Forest products,7.51510578,6.574895695538058,NA
ARG,2021,Fossil fuels,376.64025570999996,329.51903386701656,NA
ARG,2021,Metal ores & minerals,0.11688126,0.10225832020997375,NA
ARG,2021,Processed foods/beverages,2881.1084025,2520.6547703412075,NA
ARG,2022,Agricultural biomass,2528.16357556,2048.7549234683956,NA
ARG,2022,Forest products,4.44075,3.5986628849270668,NA
ARG,2022,Fossil fuels,496.47656487,402.33108984602916,NA
ARG,2022,Metal ores & minerals,0.75922282,0.6152535008103728,NA
ARG,2022,Processed foods/beverages,4007.89556462,3247.889436482982,NA
ARG,2023,Agricultural biomass,2407.37302235,1873.4420407392997,NA
ARG,2023,Forest products,5.83563509,4.54135026459144,NA
ARG,2023,Fossil fuels,226.62702441,176.36344312062258,NA
ARG,2023,Metal ores & minerals,0.49219448,0.3830307237354086,NA
ARG,2023,Processed foods/beverages,2112.72192302,1644.1415743346304,NA
BRA,2000,Agricultural biomass,5937.297296,8178.095449035813,NA
BRA,2000,Forest products,1716.345368,2364.112077134986,NA
BRA,2000,Fossil fuels,148.09629,203.98938016528928,NA
BRA,2000,Metal ores & minerals,2461.103942,3389.9503333333337,NA
BRA,2000,Processed foods/beverages,4132.24878,5691.802727272728,NA
BRA,2001,Agricultural biomass,6897.868414,9234.094262382865,NA
BRA,2001,Forest products,1307.735264,1750.6496171352076,NA
BRA,2001,Fossil fuels,204.036788,273.1416171352075,NA
BRA,2001,Metal ores & minerals,2105.125386,2818.1062730923695,NA
BRA,2001,Processed foods/beverages,4882.033734,6535.520393574297,NA
BRA,2002,Agricultural biomass,6525.357582,8597.309067193675,NA
BRA,2002,Forest products,1349.902672,1778.5278945981554,NA
BRA,2002,Fossil fuels,711.970582,938.0376574440053,NA
BRA,2002,Metal ores & minerals,2053.703244,2705.801375494071,NA
BRA,2002,Processed foods/beverages,5101.812736,6721.755910408432,NA
BRA,2003,Agricultural biomass,8859.04073,11416.289600515465,NA
BRA,2003,Forest products,1925.587266,2481.426889175258,NA
BRA,2003,Fossil fuels,634.564704,817.7380206185568,NA
BRA,2003,Metal ores & minerals,2344.600224,3021.392041237114,NA
BRA,2003,Processed foods/beverages,6018.980524,7756.418201030929,NA
BRA,2004,Agricultural biomass,11253.96747,14120.4108782936,NA
BRA,2004,Forest products,2410.1344559999998,3024.008100376411,NA
BRA,2004,Fossil fuels,911.1388059999999,1143.2105470514427,NA
BRA,2004,Metal ores & minerals,3170.593346,3978.1597816813046,NA
BRA,2004,Processed foods/beverages,6812.019362,8547.075736511919,NA
BRA,2005,Agricultural biomass,11912.445846,14456.851754854368,NA
BRA,2005,Forest products,2702.086426,3279.2310995145626,NA
