iso3,country,year,dmc_mt,mf_mt,gdp_2015usd,bloc,gap_rel,gap_abs_mt
ARG,Argentina,1994,467.9800521901,486.3247008184,358592053441.545,MERCOSUR,0.03772098887313172,18.34464862829998
ARG,Argentina,1995,473.70236613599997,461.0772421176,348389357874.283,MERCOSUR,-0.027381798243644086,-12.625124018399958
ARG,Argentina,1996,472.6096462531,463.07621088279996,367643757074.802,MERCOSUR,-0.020587184455287955,-9.533435370300026
ARG,Argentina,1997,514.5110954217,518.8620911374,397463514160.866,MERCOSUR,0.008385649655310308,4.3509957156999235
ARG,Argentina,1998,565.4984168361,571.6827451423001,412766570325.764,MERCOSUR,0.010817762751717683,6.1843283062000864
ARG,Argentina,1999,550.0409396553,542.4550271158,398792535409.293,MERCOSUR,-0.01398440821874915,-7.5859125394999865
ARG,Argentina,2000,536.3073800001,529.6869605407,395646066535.875,MERCOSUR,-0.012498739732316395,-6.620419459399955
ARG,Argentina,2001,524.3390691785,501.6830818328,378202665751.853,MERCOSUR,-0.045159958878682696,-22.655987345700055
ARG,Argentina,2002,523.2519733993,422.82934383459997,336999433710.193,MERCOSUR,-0.2375015618688537,-100.42262956470006
ARG,Argentina,2003,562.2954623207,443.4310820118,366780211148.674,MERCOSUR,-0.2680560410191024,-118.86438030890002
ARG,Argentina,2004,587.7531220975,468.52406857489996,399898899166.738,MERCOSUR,-0.2544779692647521,-119.2290535226
ARG,Argentina,2005,640.1015234122,509.10849540609996,435296589745.339,MERCOSUR,-0.2572988453111767,-130.99302800610002
ARG,Argentina,2006,641.8998017046999,522.0590177373,470325565798.353,MERCOSUR,-0.22955409234536736,-119.84078396739994
ARG,Argentina,2007,689.1296233698,574.2372300923,512690850741.56,MERCOSUR,-0.2000782729796756,-114.89239327749999
ARG,Argentina,2008,696.2621533535,569.3525144486999,533491913656.279,MERCOSUR,-0.22290169215760083,-126.90963890480009
ARG,Argentina,2009,603.8287524425,475.15884156019996,501917060966.235,MERCOSUR,-0.2707934686847204,-128.66991088230003
ARG,Argentina,2010,667.7537645771,556.4976839264999,552738161802.463,MERCOSUR,-0.19992191138264356,-111.2560806506001
ARG,Argentina,2011,728.9419475384001,625.5106557096,585924294024.785,MERCOSUR,-0.16535496379588327,-103.43129182880011
ARG,Argentina,2012,697.9888491468,613.6829185854,579910247223.428,MERCOSUR,-0.1373770199694226,-84.30593056140003
ARG,Argentina,2013,761.6863893354,676.4437870749,593858966307.156,MERCOSUR,-0.12601579597487148,-85.242602260500007
ARG,Argentina,2014,756.0932113894,663.9202591458,578937574935.696,MERCOSUR,-0.13883135960060905,-92.1729522436001
ARG,Argentina,2015,766.5911175571999,701.8969174496,594749285413.212,MERCOSUR,-0.09217051464290744,-64.69420010759995
ARG,Argentina,2016,748.9774058954,690.1869699752001,582376550428.09,MERCOSUR,-0.08518044888954131,-58.79043592019991
ARG,Argentina,2017,839.423293986,785.0265707007001,598790850843.677,MERCOSUR,-0.06929284347247815,-54.39672328529991
ARG,Argentina,2018,788.2230021898,701.8486142017,583118120294.002,MERCOSUR,-0.12306697803534795,-86.37438798810001
ARG,Argentina,2019,840.1114680553,700.5992194234001,571450737224.442,MERCOSUR,-0.1991327491725152,-139.51224863189987
ARG,Argentina,2020,812.9563175219,691.6068828817,514874343768.066,MERCOSUR,-0.17546013153393808,-121.3494346402
ARG,Argentina,2021,856.3663646732,705.7275585269,568636554720.066,MERCOSUR,-0.21345178366101478,-150.6388061463
ARG,Argentina,2022,877.6391606131999,736.2864459048001,602872713790.916,MERCOSUR,-0.19198060142842338,-141.35271470839984
ARG,Argentina,2023,894.8842822874,747.4613395427001,591684674129.454,MERCOSUR,-0.19723152883718886,-147.42294274469987
