iso3,country,year,dmc_mt,mf_mt,gdp_2015usd,bloc,gap_rel,gap_abs_mt
ARG,Argentina,2024,912.3304993142001,760.5593607329,583738758865.705,MERCOSUR,-0.19955199609278151,-151.77113858130008
AUT,Austria,1994,161.949763368,212.0056330447,260148661734.735,EU,0.2361063192417442,50.05586967670001
AUT,Austria,1995,156.770567243,215.75031869679998,267089386116.812,EU,0.273370402463627,58.97975145379999
AUT,Austria,1996,163.6604656518,211.8221824096,273007464944.44,EU,0.22736861744097142,48.16171675780001
AUT,Austria,1997,161.3861872938,212.3730790296,278865754830.707,EU,0.24008170889067157,50.986891735800015
AUT,Austria,1998,161.1523860273,220.07691971740002,288606201090.647,EU,0.2677451763945297,58.92453369010002
AUT,Austria,1999,157.938856943,219.7574061123,299463348050.583,EU,0.28130359864963833,61.81854916930001
AUT,Austria,2000,150.90795085640002,212.298085761,309014800203.266,EU,0.2891695169296604,61.39013490459999
AUT,Austria,2001,142.7411303692,209.6095608825,313084486481.847,EU,0.3190142197320101,66.86843051330001
AUT,Austria,2002,145.6166928711,209.7540270386,317731814841.85,EU,0.30577403005329234,64.13733416749997
AUT,Austria,2003,153.1616729809,224.15250681650002,321358930178.288,EU,0.3167077399393793,70.99083383560003
AUT,Austria,2004,161.1895675919,231.20721562920002,329602607297.434,EU,0.30283504711025655,70.01764803730003
AUT,Austria,2005,171.5990440075,223.82848771669998,337250591306.488,EU,0.23334582761112546,52.229443709199984
AUT,Austria,2006,180.21578163069998,232.4395273482,348276446349.075,EU,0.22467669898187145,52.22374571750001
AUT,Austria,2007,180.3860727,237.3427590708,361424664731.668,EU,0.23997650736759857,56.956686370800014
AUT,Austria,2008,194.8791301684,239.91921416670002,366677269701.416,EU,0.1877302080816478,45.04008399830002
AUT,Austria,2009,177.1678370074,217.6940865372,353527252121.64,EU,0.18616146251117754,40.5262495298
AUT,Austria,2010,173.7201035249,218.0871903325,359922497999.326,EU,0.20343738089319724,44.3670868076
AUT,Austria,2011,188.0941540224,221.70357696279999,370459113959.145,EU,0.15159621419206673,33.60942294039998
AUT,Austria,2012,181.38810804480002,216.73596369389998,372786509411.403,EU,0.16309178710655678,35.347855649099955
AUT,Austria,2013,178.22562091409998,210.52162450909998,371851835129.742,EU,0.153409435587953,32.296003595
AUT,Austria,2014,170.9392742225,208.55891335159998,374662287024.534,EU,0.1803789563559854,37.619639129099994
AUT,Austria,2015,160.43764742570002,199.39102604730002,379546097300.633,EU,0.19536174417578545,38.953378621599995
AUT,Austria,2016,167.33067318579998,208.4247511449,387581921834.297,EU,0.1971650570931031,41.09407795910002
AUT,Austria,2017,151.2509979466,203.8346834926,396388751744.592,EU,0.25797221868725295,52.583685546
AUT,Austria,2018,143.3164788965,210.6487530389,406235924915.185,EU,0.31964240552597006,67.3322741424
AUT,Austria,2019,145.89891785,205.05392524649997,413365268699.049,EU,0.2884851256828583,59.15500739649997
AUT,Austria,2020,138.938024934,202.9947245718,387247796560.501,EU,0.3155584450429543,64.0566996378
AUT,Austria,2021,136.02275398429998,225.04839741499998,406312360757.929,EU,0.3955844362958625,89.0256434307
AUT,Austria,2022,141.1464114102,222.5778590896,427972725600.496,EU,0.3658560110717001,81.43144767940001
AUT,Austria,2023,145.7646556347,231.5324001873,424607814488.72,EU,0.3704351722835227,85.76774455259999
AUT,Austria,2024,150.41903737799998,236.2417712042,421809268656.554,EU,0.3632834844944399,85.82273382620002
BEL,Belgium,1994,204.2521662625,396.2005436965,311957523163.918,EU,0.48447277644585335,191.948377434
BEL,Belgium,1995,199.3905857342,401.04206212040003,319396952810.439,EU,0.5028187699814406,201.65147638620004
BEL,Belgium,1996,200.861008058,390.3530164371,323617566812.874,EU,0.48543754089225544,189.49200837909999
BEL,Belgium,1997,195.1697380413,389.6569290223,335894554716.996,EU,0.49912416922494796,194.487190981
BEL,Belgium,1998,197.52747571650002,394.0990145266,342484242936.573,EU,0.4987871868855745,196.57153881009998
BEL,Belgium,1999,201.37257970860003,450.9349406659,354617493817.972,EU,0.5534331861460299,249.56236095729997
BEL,Belgium,2000,193.850212639,413.890827703,367797580320.048,EU,0.5316392641150697,220.040615064
BEL,Belgium,2001,179.7687084436,369.47648756160004,371841895842.954,EU,0.5134502072648709,189.70777911800005
BEL,Belgium,2002,179.5587198788,390.4201702985,378188843981.109,EU,0.5400885160684286,210.86145041970002
BEL,Belgium,2003,179.99105789840002,383.9731733451,382114274683.528,EU,0.5312405386804689,203.9821154467
BEL,Belgium,2004,178.18000704370002,454.34136835879997,395760365336.901,EU,0.6078279033068618,276.16136131509995
BEL,Belgium,2005,148.04797964160002,474.0958728321,404948883847.345,EU,0.6877256518661344,326.04789319049996
BEL,Belgium,2006,172.4243301334,490.38234911940003,415284559725.448,EU,0.6483879763555326,317.95801898600007
BEL,Belgium,2007,166.6396177786,488.5863632884,430554259966.472,EU,0.6589351846477202,321.94674550979994
BEL,Belgium,2008,175.2082391507,540.544176647,432478429044.827,EU,0.6758669379484982,365.33593749629995
BEL,Belgium,2009,170.2468037292,377.6268542035,424233482718.834,EU,0.5491665864487079,207.3800504743
BEL,Belgium,2010,180.4564163855,512.5447614395,435731531598.616,EU,0.6479206696432097,332.088345054
BEL,Belgium,2011,182.9359183818,467.6886889561,444146182962.729,EU,0.6088510953939889,284.75277057430003
BEL,Belgium,2012,176.6893781162,451.8743512712,445104666468.521,EU,0.6089856004901749,275.18497315499997
BEL,Belgium,2013,171.14472966780002,406.3977569846,446464436962.24,EU,0.5788738330209697,235.25302731679997
BEL,Belgium,2014,165.9985375842,410.3501615894,454346946885.841,EU,0.595471007148525,244.3516240052
BEL,Belgium,2015,161.18403384779998,366.6291551677,461044767544.531,EU,0.5603622036712472,205.4451213199
BEL,Belgium,2016,163.50250311050002,461.6309338934,466547349432.055,EU,0.6458155398479946,298.1284307829
BEL,Belgium,2017,170.96448982980002,430.5320005865,473426439010.72,EU,0.602899460209925,259.56751075669996
BEL,Belgium,2018,211.1052487647,464.1253416633,482317238282.145,EU,0.5451546601438401,253.02009289859998
BEL,Belgium,2019,201.3308390558,460.4081713099,494099718080.569,EU,0.5627122809680011,259.07733225410004
BEL,Belgium,2020,194.656788041,432.9011379797,470417598101.755,EU,0.5503435519956337,238.24434993870003
BEL,Belgium,2021,207.19997534240002,510.87204798079995,499839663858.827,EU,0.5944190406162382,303.6720726383999
BEL,Belgium,2022,216.4868864904,505.3360278316,519614510458.488,EU,0.5715981553515064,288.84914134120004
BEL,Belgium,2023,224.9108264287,533.7180389862,528521336864.414,EU,0.5785961687637179,308.80721255749995
BEL,Belgium,2024,233.104819477,553.3192066770999,534178915343.837,EU,0.5787154744240918,320.21438720009996
BGR,Bulgaria,1994,111.39996508409999,58.7651727417,32857241445.8588,EU,-0.8956800411998131,-52.63479234239999
BGR,Bulgaria,1995,113.8754139163,64.2945303111,33809161451.1369,EU,-0.7711524349784418,-49.5808836052
BGR,Bulgaria,1996,93.5965101039,47.202788504,35569061221.1998,EU,-0.9828597646507381,-46.393721599900005
BGR,Bulgaria,1997,93.6772351927,54.1519698515,30548352778.3154,EU,-0.7298952457240141,-39.5252653412
BGR,Bulgaria,1998,98.387395196,60.4992375083,31705866815.773,EU,-0.6262584331331789,-37.8881576877
BGR,Bulgaria,1999,94.8038349728,67.3210188191,29043813399.5103,EU,-0.4082352976200459,-27.4828161537
BGR,Bulgaria,2000,96.6669370204,67.5513386946,30376118589.1044,EU,-0.43101437941047743,-29.115598325799994
BGR,Bulgaria,2001,102.8823135621,74.7139218618,31537611343.1357,EU,-0.37701663891240633,-28.168391700299992
BGR,Bulgaria,2002,99.6392837646,76.4639435288,33389478145.9504,EU,-0.30308847760475555,-23.175340235799993
BGR,Bulgaria,2003,93.5686481684,71.5045742471,35138136419.3122,EU,-0.308568705619485,-22.064073921300007
BGR,Bulgaria,2004,106.61052869550001,79.61148552060001,37425778712.9317,EU,-0.3391350255348998,-26.999043174899995
BGR,Bulgaria,2005,111.7306231054,84.217611544,40066672175.5903,EU,-0.3266895255872422,-27.513011561400006
BGR,Bulgaria,2006,126.6246753411,94.2316289358,42792243384.376404,EU,-0.3437598051856811,-32.3930464053
BGR,Bulgaria,2007,124.09087717560001,98.6860793646,45639805260.6518,EU,-0.2574304093806471,-25.40479781100001
BGR,Bulgaria,2008,141.1135044551,108.4156825202,48437323784.9572,EU,-0.3015967909329701,-32.69782193490002
BGR,Bulgaria,2009,117.1030858845,92.3749227614,46816058020.3321,EU,-0.26769346467516586,-24.728163123100003
BGR,Bulgaria,2010,114.6227448106,84.8319813326,47544216166.3084,EU,-0.3511737320056173,-29.790763478000002
BGR,Bulgaria,2011,133.203733079,89.56678697689999,48537973523.4502,EU,-0.48720008359074357,-43.6369461021
BGR,Bulgaria,2012,122.7490030206,86.1941980343,48901433349.8318,EU,-0.4240982086955949,-36.5548049863
BGR,Bulgaria,2013,122.38986969390001,85.1722322501,48636020141.1525,EU,-0.43696914429240313,-37.217637443800015
BGR,Bulgaria,2014,133.2170994468,91.7145603591,49097794392.256,EU,-0.45251854149658016,-41.5025390877
BGR,Bulgaria,2015,150.83670387799998,95.85827891519999,50765918159.1476,EU,-0.573538619563951,-54.97842496279999
BGR,Bulgaria,2016,127.8237801884,86.1357923257,52302413861.9149,EU,-0.48397985015413525,-41.6879878627
BGR,Bulgaria,2017,131.7000570876,89.9683390238,53738599840.5621,EU,-0.46384893304254937,-41.73171806379999
BGR,Bulgaria,2018,135.9179968764,92.8725844746,54990790971.5665,EU,-0.463488904129427,-43.04541240179999
BGR,Bulgaria,2019,133.04179135889999,91.0794940247,57076766353.313,EU,-0.4607216781729174,-41.96229733419999
BGR,Bulgaria,2020,121.59165922579999,86.33714407449999,55288418257.0389,EU,-0.4083354334824767,-35.2545151513
BGR,Bulgaria,2021,138.6451525522,103.694778606,59616490915.7479,EU,-0.33705047077633365,-34.95037394619999
BGR,Bulgaria,2022,142.49869234079998,103.5356438947,62051147380.8758,EU,-0.3763249735108326,-38.963048446099975
BGR,Bulgaria,2023,145.88620710299998,108.0613800981,63094544094.4155,EU,-0.3500309451032546,-37.82482700489997
BGR,Bulgaria,2024,149.0972195425,109.9354436851,65231613490.8247,EU,-0.35622520403497276,-39.1617758574
BRA,Brazil,1994,2153.5370451986,1858.9327937130001,1023622994691.61,MERCOSUR,-0.15848031326466755,-294.6042514855999
BRA,Brazil,1995,2218.731182508,1953.7997098966,1066858717573.94,MERCOSUR,-0.1355980714243329,-264.93147261140007
BRA,Brazil,1996,2221.882328023,1970.7807107273,1090424176256.21,MERCOSUR,-0.12741225643670576,-251.10161729569995
BRA,Brazil,1997,2317.6308146697997,2051.7188322097,1127442397626.76,MERCOSUR,-0.1296044946732359,-265.9119824600998
BRA,Brazil,1998,2372.9286956167,2110.9359791908,1131254256718.86,MERCOSUR,-0.12411210904005328,-261.9927164259002
BRA,Brazil,1999,2374.6275738825,2039.8990897326,1136547820360.71,MERCOSUR,-0.16409070715050814,-334.72848414990017
BRA,Brazil,2000,2408.2584426820004,2050.4049597825,1186418964121.03,MERCOSUR,-0.17452819804798955,-357.85348289950025
BRA,Brazil,2001,2468.7514906668002,2072.2267899955,1202908958645.15,MERCOSUR,-0.19135198067396925,-396.52470067130025
BRA,Brazil,2002,2513.005141426,2092.1883176906,1239639324869.85,MERCOSUR,-0.20113716350347777,-420.81682373540025
BRA,Brazil,2003,2642.6468951132,2149.523262934,1253781489768.13,MERCOSUR,-0.22941069802897102,-493.1236321792003
BRA,Brazil,2004,2700.1375344663,2202.0749128298003,1325998860202.27,MERCOSUR,-0.22617878199087202,-498.0626216364999
BRA,Brazil,2005,2700.8105733403,2287.9713999452,1368459094848.72,MERCOSUR,-0.18043895714998354,-412.8391733950998
BRA,Brazil,2006,2892.3167550395,2509.7208220288,1422677289673.84,MERCOSUR,-0.15244561452911667,-382.59593301070026
BRA,Brazil,2007,3117.786878751,2822.7068519437,1509031960316.93,MERCOSUR,-0.10453796383570965,-295.0800268073003
BRA,Brazil,2008,3371.9795188569997,3102.6159626658,1585904997750.07,MERCOSUR,-0.08681820741996045,-269.3635561911997
BRA,Brazil,2009,3398.331769084,3092.5748321162,1583909738906.86,MERCOSUR,-0.0988680803428046,-305.7569369677999
BRA,Brazil,2010,3626.9349264808,3398.9973776437,1703150040806.99,MERCOSUR,-0.067060230859935,-227.93754883710017
BRA,Brazil,2011,4176.8368965091,3765.0693822831,1770840429106.43,MERCOSUR,-0.10936518624692881,-411.76751422600046
BRA,Brazil,2012,4250.4893923442005,3800.5041133699997,1804861390164.77,MERCOSUR,-0.11840147137090924,-449.9852789742008
BRA,Brazil,2013,4290.6693459999,3921.0942118546,1859094274383.73,MERCOSUR,-0.09425306156326653,-369.57513414529967
BRA,Brazil,2014,4243.609512701,3804.6741977189004,1868463286696.58,MERCOSUR,-0.11536738552942706,-438.93531498209995
BRA,Brazil,2015,4234.1906015755,3598.0021746581997,1802211999456.42,MERCOSUR,-0.1768171324070244,-636.1884269173006
BRA,Brazil,2016,4183.3247215711,3581.9776019819,1743173031878.48,MERCOSUR,-0.16788131764321357,-601.3471195891998
BRA,Brazil,2017,4310.5779563655005,3574.0090567725,1766232928473.27,MERCOSUR,-0.20609038418558376,-736.5688995930004
BRA,Brazil,2018,4231.3582641740995,3508.4624436536,1797736638146.82,MERCOSUR,-0.20604348261676103,-722.8958205204995
BRA,Brazil,2019,4305.3416360141,3584.8877564918,1819683008336.22,MERCOSUR,-0.20096971745283937,-720.4538795223002
BRA,Brazil,2020,4330.4330477382,3580.6673190499,1760056385298.89,MERCOSUR,-0.20939273657158522,-749.7657286883
BRA,Brazil,2021,4340.3609098638,3492.3268629232,1843880907790.44,MERCOSUR,-0.24282779940900645,-848.0340469405996
BRA,Brazil,2022,4354.7843677657,3548.9657348006,1899505159031.73,MERCOSUR,-0.2270573156182855,-805.8186329651003
BRA,Brazil,2023,4384.5125992274,3588.560549343,1961080569227.7,MERCOSUR,-0.22180259715281223,-795.9520498843999
BRA,Brazil,2024,4438.4333048956005,3632.5811009512,2028136094548.34,MERCOSUR,-0.22184011355820418,-805.8522039444006
CYP,Cyprus,1994,17.649463677299998,18.268662193999997,11684716578.7154,EU,0.03389402629073537,0.6191985166999991
CYP,Cyprus,1995,18.124054578000003,22.9943591826,12661847363.651,EU,0.21180431974313912,4.870304604599998
CYP,Cyprus,1996,18.0419993525,18.623447653499998,12819935779.5217,EU,0.031221302941226554,0.5814483009999982
CYP,Cyprus,1997,18.5783331583,22.1871116195,13158501394.566,EU,0.16265201722013628,3.6087784612
CYP,Cyprus,1998,28.596456563,23.688217285700002,13962602012.6924,EU,-0.2072017162837738,-4.908239277299998
CYP,Cyprus,1999,29.39070087,29.044134579999998,14660446535.5061,EU,-0.011932402015470965,-0.34656629000000194
CYP,Cyprus,2000,30.3575863893,25.5128704973,15534986805.8031,EU,-0.18989301468498854,-4.844715892
CYP,Cyprus,2001,31.652713289,25.2192415962,16149016881.4093,EU,-0.25510171145548594,-6.433471692800001
CYP,Cyprus,2002,44.0806573153,37.270807295999994,16750240728.3241,EU,-0.18271270501916012,-6.809850019300008
CYP,Cyprus,2003,44.1798256415,36.8149976513,17189649730.2275,EU,-0.20004966617022021,-7.364827990200006
CYP,Cyprus,2004,47.817511392200004,39.5064168169,18053648327.3531,EU,-0.21037328223967644,-8.311094575300004
CYP,Cyprus,2005,39.966359687,33.0339486365,18929789645.9549,EU,-0.2098571722921496,-6.932411050500001
CYP,Cyprus,2006,48.8450277384,41.566670917900005,19822098963.1388,EU,-0.17510078771705745,-7.278356820499994
CYP,Cyprus,2007,54.178084367,41.0541062148,20832674395.6686,EU,-0.3196751643680603,-13.123978152199996
CYP,Cyprus,2008,45.246784420000004,42.3853102216,21592439785.3329,EU,-0.06751098867601932,-2.8614741984000034
CYP,Cyprus,2009,50.01884814060001,43.7991824111,21157334409.9038,EU,-0.14200415138168793,-6.219665729500008
CYP,Cyprus,2010,53.102922288500004,45.9200988666,21640286747.1052,EU,-0.15642003391078135,-7.182823421900004
CYP,Cyprus,2011,49.423184268,41.8410649417,21730464390.338,EU,-0.18121238875885892,-7.582119326300003
CYP,Cyprus,2012,35.59797486,28.706732329599998,20981332378.0944,EU,-0.2400566686335918,-6.891242530400003
CYP,Cyprus,2013,23.052496056000003,21.440349184099997,19599191826.1408,EU,-0.07519219290959878,-1.6121468719000056
CYP,Cyprus,2014,26.232462650800002,23.204962431000002,19251098679.0346,EU,-0.13046779234408493,-3.0275002198000003
CYP,Cyprus,2015,25.5653232198,20.9918886184,19909278416.8575,EU,-0.21786675246510456,-4.573434601399999
CYP,Cyprus,2016,29.6471277279,25.1557578825,21218032913.0554,EU,-0.17854241825584152,-4.491369845399998
CYP,Cyprus,2017,34.0257866708,35.2098211378,22438246417.1514,EU,0.03362796028886553,1.1840344669999965
CYP,Cyprus,2018,35.084271939000004,27.7297138594,23845497750.3008,EU,-0.26522300651533437,-7.354558079600004
CYP,Cyprus,2019,35.4838812234,29.1992120396,25246562822.6821,EU,-0.21523420478870198,-6.284669183799998
CYP,Cyprus,2020,34.5966267262,29.476459026500002,24433464399.3925,EU,-0.1737036221038915,-5.120167699699998
CYP,Cyprus,2021,36.390414678199996,29.655411401000002,27218282939.641,EU,-0.22710874538644518,-6.7350032771999935
CYP,Cyprus,2022,37.8525194347,29.605712716,29470249084.6058,EU,-0.2785545748487631,-8.2468067187
CYP,Cyprus,2023,39.227338163599995,31.1859430672,30536911914.8595,EU,-0.2578531962003605,-8.041395096399995
CYP,Cyprus,2024,40.64096760939999,32.2239506572,31740302544.1463,EU,-0.26120375622904346,-8.417016952199994
CZE,Czech Republic,1994,193.2913696142,181.1461257762,111354158852.668,EU,-0.06704666625332657,-12.145243837999999
CZE,Czech Republic,1995,200.9064783538,187.94058582679997,118281953160.126,EU,-0.06898931633079496,-12.965892527000022
CZE,Czech Republic,1996,205.52649963820002,195.9908266266,123212636052.806,EU,-0.04865367005042175,-9.53567301160001
CZE,Czech Republic,1997,204.2099269409,191.8988329226,122478487836.036,EU,-0.06415408489360393,-12.311094018299997
CZE,Czech Republic,1998,199.53855988179998,181.42374040020002,121996963423.806,EU,-0.09984812043694362,-18.114819481599966
CZE,Czech Republic,1999,186.6594018042,187.33426791530002,123678521512.351,EU,0.003602470165283082,0.674866111100016
CZE,Czech Republic,2000,195.3681534817,189.1543820501,128638858401.092,EU,-0.03285026423524363,-6.2137714316000086
CZE,Czech Republic,2001,203.9112288421,190.80054778169998,132391536300.246,EU,-0.06871406404661011,-13.110681060400026
CZE,Czech Republic,2002,204.100093894,194.4380856569,134395228572.192,EU,-0.049691953119458836,-9.662008237099997
CZE,Czech Republic,2003,211.25333082010002,201.4303674094,138831395778.178,EU,-0.04876605020897969,-9.822963410700027
CZE,Czech Republic,2004,237.427645226,222.0801312407,145406922288.089,EU,-0.06910800124062293,-15.347513985299997
CZE,Czech Republic,2005,239.5415115392,229.8608340411,154676655549.654,EU,-0.04211538489575422,-9.68067749810001
CZE,Czech Republic,2006,210.6743228,213.16567396669998,164921158024.599,EU,0.011687393755005675,2.4913511666999852
CZE,Czech Republic,2007,217.8348157785,227.8647853344,173973393346.007,EU,0.044017198801388546,10.02996955590001
CZE,Czech Republic,2008,215.1808674282,237.8039839441,178518044754.249,EU,0.0951334630340674,22.623116515899994
CZE,Czech Republic,2009,193.0872223855,204.2186418829,169952170270.619,EU,0.054507362279800034,11.131419497399975
CZE,Czech Republic,2010,185.7501426648,202.8278570411,174565802522.079,EU,0.08419807133711159,17.07771437630001
CZE,Czech Republic,2011,198.291190538,214.7587971729,177659773382.538,EU,0.0766795439892602,16.467606634899994
CZE,Czech Republic,2012,174.794584439,197.25292029210001,176290606021.546,EU,0.11385553035079433,22.45833585310001
CZE,Czech Republic,2013,171.61364488659999,186.0019017303,176216894659.909,EU,0.07735542868030876,14.38825684370002
CZE,Czech Republic,2014,179.51572446630001,186.19279975150002,180173337874.854,EU,0.03586108213696492,6.677075285200004
CZE,Czech Republic,2015,182.45719067770003,185.5621668906,189107698561.919,EU,0.016732808551058468,3.1049762128999703
CZE,Czech Republic,2016,174.8963986649,182.7865879714,193988322685.058,EU,0.04316612829238074,7.890189306499991
CZE,Czech Republic,2017,176.2919207935,186.3542592963,204024435232.921,EU,0.05399575271741475,10.062338502800003
CZE,Czech Republic,2018,182.1778204737,197.0191257379,209798950825.42,EU,0.07532926160652952,14.841305264200003
CZE,Czech Republic,2019,177.72949835789998,195.7027975222,217279912681.73,EU,0.09183976617534644,17.973299164300016
CZE,Czech Republic,2020,162.56380949180001,179.3401723409,205753475017.539,EU,0.09354492431963615,16.776362849099996
CZE,Czech Republic,2021,170.0018783096,202.9609635372,214043320221.167,EU,0.16239125323998108,32.95908522760001
CZE,Czech Republic,2022,175.005874377,201.49682777680002,220137498830.73,EU,0.13147082111458502,26.49095339980002
CZE,Czech Republic,2023,179.2792220478,211.83965285280001,220242240981.103,EU,0.15370319185532805,32.56043080500001
CZE,Czech Republic,2024,183.4510395328,216.6674922728,222958017484.654,EU,0.15330612078242953,33.216452739999994
DEU,Germany,1994,1553.0773418576,2152.6250124071003,2575519839599.45,EU,0.2785193273765208,599.5476705495003
DEU,Germany,1995,1495.4672806998,2145.7795544487,2614281254585.26,EU,0.30306574242477574,650.3122737488998
DEU,Germany,1996,1460.3293455514,2047.6497115152,2641414240990.66,EU,0.28682658106068365,587.3203659638
DEU,Germany,1997,1440.039126135,2004.7680000732,2690394576515.06,EU,0.28169288113017565,564.7288739382
DEU,Germany,1998,1531.472252325,2131.4103492887,2746774816494.42,EU,0.281474703903879,599.9380969637002
DEU,Germany,1999,1568.2505842560001,2252.4350939096,2805269313430.67,EU,0.3037532630811776,684.1845096535997
DEU,Germany,2000,1542.9152380005,2181.3598321341,2885963533943.47,EU,0.2926819247006064,638.4445941336
DEU,Germany,2001,1317.835828911,1987.9930144684,2933181986968.52,EU,0.3371023845054122,670.1571855574
DEU,Germany,2002,1254.8078041793,1930.6461065794,2926486831428.63,EU,0.35005809718152264,675.8383024001
DEU,Germany,2003,1228.6299181978,1991.5048546329,2910982263391.97,EU,0.383064562790495,762.8749364351002
DEU,Germany,2004,1246.9417844613,2079.4552351261,2944810405337.25,EU,0.4003517058708483,832.5134506648001
DEU,Germany,2005,1174.3539411683,2072.388262263,2970886268370.04,EU,0.4333330474059273,898.0343210946999
DEU,Germany,2006,1218.6345850156,2162.5705160355,3085761005285.65,EU,0.4364879313856348,943.9359310199002
DEU,Germany,2007,1293.496177039,2246.9318801332,3174912263837.68,EU,0.4243278185352373,953.4357030942001
DEU,Germany,2008,1292.4634663591,2254.3903215605,3203102383827.36,EU,0.4266904652675893,961.9268552014
DEU,Germany,2009,1236.3449871594999,2062.4331191287997,3025504625850.04,EU,0.40054056750128747,826.0881319692999
DEU,Germany,2010,1249.1530874995,2062.0334913558,3150598283304.25,EU,0.39421299763750484,812.8804038562998
DEU,Germany,2011,1297.5307148350998,2193.8874676395003,3268996785218.57,EU,0.4085700684405796,896.3567528044005
DEU,Germany,2012,1252.1484958408998,2094.6295243226,3284148978797.69,EU,0.4022100417753623,842.4810284817002
DEU,Germany,2013,1256.5806580439,2078.7155915411,3297186905208.25,EU,0.3955014032909104,822.1349334971999
DEU,Germany,2014,1273.1176522174,2064.9906239354,3369071713224.27,EU,0.38347533520945054,791.8729717179999
DEU,Germany,2015,1240.8693641215,1941.5426113047,3425099578746.09,EU,0.36088481556032065,700.6732471831999
DEU,Germany,2016,1273.1003906108,1991.8821535923,3501212900675.89,EU,0.36085556652294837,718.7817629814999
DEU,Germany,2017,1274.2387169495,2003.7080474477,3599173571724.7,EU,0.3640596899470407,729.4693304982
DEU,Germany,2018,1204.9535743721,2047.3392441645,3640049243667.4,EU,0.41145387712048165,842.3856697924
DEU,Germany,2019,1201.5887783915998,1979.9338611721,3675639268112.03,EU,0.3931167086155737,778.3450827805002
DEU,Germany,2020,1122.0878184283,1882.2894968167,3523764998709.97,EU,0.40387075403334177,760.2016783884001
DEU,Germany,2021,1147.4819934036,2026.5589115451,3661544208117.2,EU,0.4337781216886853,879.0769181415001
DEU,Germany,2022,1163.9931466154,1966.1125232354,3727790994177.62,EU,0.4079722636118743,802.1193766199999
DEU,Germany,2023,1188.7258071045999,2026.6446426559999,3695372350062.48,EU,0.41345128687843047,837.9188355514
DEU,Germany,2024,1199.9093031067,2065.4757628852,3677048776153.86,EU,0.4190639635342012,865.5664597784998
DNK,Denmark,1994,87.1358940467,120.3579467286,220068623481.056,EU,0.2760270807611378,33.222052681899996
DNK,Denmark,1995,93.6244064133,129.9879305463,226754355587.313,EU,0.27974538851549596,36.363524133
DNK,Denmark,1996,94.470914183,131.4072293182,233320596409.064,EU,0.2810828241858706,36.93631513519999
DNK,Denmark,1997,94.4291904673,128.1338922356,240713316196.954,EU,0.26304283105930404,33.7047017683
DNK,Denmark,1998,126.5996607033,162.8986786101,246313036680.162,EU,0.22283187449102734,36.2990179068
DNK,Denmark,1999,136.08936090650002,168.6094724891,253621896626.282,EU,0.19287238790633363,32.52011158259998
DNK,Denmark,2000,128.4496392504,154.7191475216,263066798869.213,EU,0.16978834676899043,26.26950827120001
DNK,Denmark,2001,124.1036111984,150.5301321363,265566018286.991,EU,0.17555635249141796,26.42652093790001
DNK,Denmark,2002,120.469623053,146.8470338646,266778406880.15,EU,0.17962508412612022,26.3774108116
DNK,Denmark,2003,119.9032913125,149.7927193983,267955142440.516,EU,0.19953859043258151,29.88942808579999
DNK,Denmark,2004,127.332218237,158.59280304069998,275394519880.793,EU,0.1971122535470762,31.26058480369997
DNK,Denmark,2005,134.877932486,178.81412320950002,281892753289.031,EU,0.24570872778334207,43.93619072350003
DNK,Denmark,2006,134.0669051562,177.6200444116,292651155542.909,EU,0.24520396557538318,43.5531392554
DNK,Denmark,2007,130.78500452330002,181.0343313598,295540131122.49,EU,0.27756794227405984,50.24932683649999
DNK,Denmark,2008,127.66352187369999,179.0282554833,294307201413.926,EU,0.286908530002357,51.36473360960001
DNK,Denmark,2009,103.5494124226,150.1816727279,279666951317.258,EU,0.3105056659595781,46.63226030530001
DNK,Denmark,2010,98.5694894436,141.2779519289,284093791186.593,EU,0.30230097408825396,42.70846248529999
DNK,Denmark,2011,109.2624491703,153.9966903011,287817703286.122,EU,0.2904883283097445,44.73424113079999
DNK,Denmark,2012,104.1902219608,149.0088833155,287802068160.374,EU,0.3007784526497282,44.818661354699984
DNK,Denmark,2013,106.0759401222,153.0582743799,291810211099.295,EU,0.3069571667918259,46.98233425770002
DNK,Denmark,2014,106.89741029199999,142.962324218,295539545106.694,EU,0.2522686597554572,36.064913926
DNK,Denmark,2015,109.3598998094,144.46753147569999,301758922337.637,EU,0.24301399288604322,35.10763166629998
DNK,Denmark,2016,112.55908723639999,143.4667739439,311032111297.516,EU,0.21543445815256068,30.907686707500005
DNK,Denmark,2017,119.3265728461,151.9530687926,320538736986.013,EU,0.2147142943919858,32.626495946499986
DNK,Denmark,2018,118.4192858095,150.23436605790002,326500781502.599,EU,0.21176965752388874,31.815080248400022
DNK,Denmark,2019,120.34650029369999,149.06705963119998,332088518944.146,EU,0.19266871841811475,28.720559337499992
DNK,Denmark,2020,113.65951546080001,141.7864488152,326176991232.295,EU,0.198375328456528,28.126933354399995
DNK,Denmark,2021,113.9994662816,150.74884322999998,347379325644.417,EU,0.24377883213558632,36.749376948399984
DNK,Denmark,2022,117.96817873260001,151.8004168464,348921108389.075,EU,0.22287315685063833,33.83223811379999
DNK,Denmark,2023,121.5409359984,156.0178376236,351030642724,EU,0.22098051191029236,34.4769016252
DNK,Denmark,2024,125.14528187469999,158.7327567904,363238912546.89,EU,0.21159762858557843,33.587474915700014
