iso3,country,year,dmc_mt,mf_mt,gdp_2015usd,bloc,gap_rel,gap_abs_mt,g_mf,g_gdp,elasticity,tapio
CYP,Cyprus,2000,30.3575863893,25.5128704973,15534986805.8031,EU,-0.18989301468498856,-4.844715892,-0.12158269247008845,0.05965304454942446,-2.0381640767614684,SD
CZE,Czech Republic,2000,195.3681534817,189.1543820501,128638858401.092,EU,-0.03285026423524363,-6.2137714316000086,0.009715863280406026,0.04010669619983806,0.2422504020773782,WD
DEU,Germany,2000,1542.9152380005,2181.3598321341,2885963533943.47,EU,0.2926819247006064,638.4445941336,-0.03155485455171667,0.028765231247660953,-1.0969789980145757,SD
DNK,Denmark,2000,128.4496392504,154.7191475216,263066798869.213,EU,0.16978834676899043,26.26950827120001,-0.08238164061866662,0.03724008994715583,-2.2121761987032587,SD
ESP,Spain,2000,784.5663023592,816.0523655926,977964704474.031,EU,0.03858338577394544,31.48606323340005,0.017781197781578408,0.05200641255539443,0.34190394814560293,WD
EST,Estonia,2000,24.502655916,17.3463853116,13979307068.9028,EU,-0.41255111516601733,-7.156270604400003,0.11210077272880173,0.10087638580046457,1.1112687259686247,EC
FIN,Finland,2000,114.8714054867,145.3524480165,196036503503.623,EU,0.20970436305510232,30.481042529800007,-0.00392847139542038,0.05753737704988629,-0.06827685926687796,SD
FRA,France,2000,833.3664546015,1205.9560251211,2025858476151.37,EU,0.30895784154499756,372.5895705195999,0.01149738472471307,0.04140999964029004,0.27764754466519337,WD
GRC,Greece,2000,239.4709237629,272.9072388861,194535950663.831,EU,0.1225189747977148,33.43631512320002,0.05285810301159328,0.041378269940581094,1.277436274824857,END
HRV,Croatia,2000,39.0283474656,55.2666028388,39679727338.7054,EU,0.29381678154822116,16.238255373199998,-0.13134372654671364,0.029452531512718223,-4.459505509398968,SD
HUN,Hungary,2000,132.936998173,129.4954132228,91691821698.8094,EU,-0.02657688689157402,-3.441584950199996,-0.012797738669946945,0.04409375018064039,-0.2902392882782255,SD
IRL,Ireland,2000,188.5323764136,135.1644200216,162098435201.65,EU,-0.3948373128332997,-53.367956392,-0.0250226139511678,0.09403524763996146,-0.26609824059775355,SD
ITA,Italy,2000,739.7401119653999,1190.0012704198,1856863206512.55,EU,0.3783703174497958,450.26115845440006,-0.02276798919866859,0.03882098850626252,-0.5864865907522089,SD
LTU,Lithuania,2000,28.7805280907,43.274885828,22342117970.7075,EU,0.3349369376711739,14.494357737300003,-0.04427316643982482,0.03418622065716153,-1.2950588157673468,SD
LUX,Luxembourg,2000,6.470076133,14.491150879,40369840252.809,EU,0.5535153703784716,8.021074746,-0.09777308568873366,0.06938129761360969,-1.409213852315652,SD
LVA,Latvia,2000,17.738350052999998,21.807696087,15001703493.7099,EU,0.18660137310083935,4.069346034000002,-0.03073755228890874,0.05841026423539329,-0.5262354603471137,SD
MLT,Malta,2000,7.2563101714,8.0785230078,6701061697.46334,EU,0.10177761895412492,0.8222128363999994,0.07708423717542079,0.19681269257154288,0.3916629368169438,WD
NLD,Netherlands,2000,282.1442928866,457.739031411,647616371669.345,EU,0.38361320856366954,175.59473852440004,-0.03745912437215099,0.04219753776210165,-0.8877087706712993,SD
POL,Poland,2000,556.452899416,516.1893570507,283174187558.032,EU,-0.07800149657356337,-40.263542365300054,-0.006565236100184077,0.04656332529882374,-0.1409958601120338,SD
PRT,Portugal,2000,238.6368934466,251.0456461992,193677420299.115,EU,0.04942827306693818,12.408752752600009,-0.005378874549900254,0.038161771410822824,-0.14094928906719423,SD
PRY,Paraguay,2000,69.10023589309999,56.4907002658,20783433276.2582,MERCOSUR,-0.2232143621511083,-12.60953562729999,-0.05823351041971903,-0.02314140568190108,2.5164206193949368,RND
ROU,Romania,2000,169.8428693412,169.82485712599998,102548919722.127,EU,-1.0606347919161448e-4,-0.0180122152000024,2.47520822458027e-4,0.024612634592274217,0.010056656938941538,WD
SVK,Slovakia,2000,68.11565845739999,69.3199389807,48483456226.779,EU,0.01737278683461202,1.2042805233000138,-0.19890724737721607,0.00789224477925119,-25.202873572819957,SD
SVN,Slovenia,2000,42.2278971192,45.5269941175,32113425072.0193,EU,0.0724646347128784,3.299096998300002,0.06732714629188728,0.03497919420860894,1.924776937123297,END
SWE,Sweden,2000,166.5481872249,193.9604495968,368740595935.982,EU,0.14132913400068883,27.4122623719,-0.014377497300513851,0.04631121365513635,-0.31045390880010443,SD
URY,Uruguay,2000,112.5836120021,82.1766984297,36242902749.5716,MERCOSUR,-0.37001868112786657,-30.406913572400015,-0.04550030018666515,-0.019299306354922004,2.3576132400769403,RND
ARG,Argentina,2001,524.3390691785,501.6830818328,378202665751.853,MERCOSUR,-0.04515995887868269,-22.655987345700055,-0.05286873341060528,-0.044088396825854206,1.1991530020797248,RC
AUT,Austria,2001,142.7411303692,209.6095608825,313084486481.847,EU,0.3190142197320101,66.86843051330001,-0.012663914838717294,0.013169874957134758,-0.9615820104545972,SD
BEL,Belgium,2001,179.7687084436,369.4764875616,371841895842.954,EU,0.5134502072648709,189.70777911800005,-0.10730931242881009,0.010996036241964253,-9.758908580101325,SD
BGR,Bulgaria,2001,102.8823135621,74.7139218618,31537611343.1357,EU,-0.37701663891240633,-28.168391700299992,0.10603169834401177,0.03823703646087012,2.773010362675971,END
BRA,Brazil,2001,2468.7514906668,2072.2267899955,1202908958645.15,MERCOSUR,-0.19135198067396925,-396.52470067130025,0.01064269285386174,0.013898964044574797,0.7657184247494991,WD
CYP,Cyprus,2001,31.652713289,25.2192415962,16149016881.4093,EU,-0.25510171145548594,-6.433471692800001,-0.01150904995700403,0.03952562582008941,-0.29117944923605504,SD
CZE,Czech Republic,2001,203.9112288421,190.8005477817,132391536300.246,EU,-0.06871406404661011,-13.110681060400026,0.008702762863638013,0.029172195289958753,0.2983238929102314,WD
DEU,Germany,2001,1317.835828911,1987.9930144684,2933181986968.52,EU,0.3371023845054122,670.1571855574,-0.0886450803838827,0.01636141706909548,-5.4179341562853605,SD
DNK,Denmark,2001,124.1036111984,150.5301321363,265566018286.991,EU,0.17555635249141796,26.42652093790001,-0.02707496423295104,0.009500322460001891,-2.8498995004581826,SD
ESP,Spain,2001,809.8377515023001,849.1360753573999,1016292009754.12,EU,0.04628036070491912,39.29832385509985,0.040541160297691434,0.03919088808087627,1.0344537284796576,EC
EST,Estonia,2001,24.80744391,17.774752199599998,14801394595.5546,EU,-0.39565624496066193,-7.032691710400002,0.024694879094697544,0.0588074589534232,0.4199276679214525,WD
FIN,Finland,2001,160.5607067926,177.1196598199,201212380923.485,EU,0.093490203425964,16.558953027299992,0.2185529878368052,0.02640262056993045,8.277700588770795,END
FRA,France,2001,799.0504954452999,1181.4276938706998,2064338989612.96,EU,0.32365687752978034,382.3771984253999,-0.020339324767615095,0.018994670118661645,-1.0707911556533098,SD
GRC,Greece,2001,243.9425332124,274.59175382020004,203582678904.899,EU,0.11161741087049856,30.64922060780006,0.006172481686361871,0.04650414594421802,0.13272970744943466,WD
HRV,Croatia,2001,43.0772977291,61.663627257799995,40914256867.7491,EU,0.3014147943486241,18.5863295287,0.11574846454121036,0.031112349097204742,3.720338319024894,END
HUN,Hungary,2001,148.170952261,137.6726732345,95416367494.0372,EU,-0.07625535830642381,-10.4982790265,0.06314710157054605,0.04062026172260204,1.5545715092084098,END
IRL,Ireland,2001,202.4259732024,141.58217472159998,170699088560.512,EU,-0.42974194032857727,-60.84379848080002,0.04748109523922344,0.0530582133514294,0.8948868090362166,EC
ITA,Italy,2001,744.5196530324,1165.4634437768,1894119928193.34,EU,0.3611814621832237,420.9437907444,-0.020620000375582575,0.020064332983776117,-1.0276942867852008,SD
LTU,Lithuania,2001,27.1718788914,42.978134901299995,23790809196.6404,EU,0.3677743588966652,15.806256009899997,-0.006857347420383049,0.06484126651879031,-0.10575591422779909,SD
LUX,Luxembourg,2001,8.0839680888,13.4772037516,41610952660.8086,EU,0.4001746773443059,5.393235662799999,-0.0699700897372735,0.030743555095273004,-2.2759270852196205,SD
LVA,Latvia,2001,16.2440536411,20.7496594139,15970900289.3453,EU,0.2171411917142957,4.505605772799999,-0.048516664432549345,0.06460578267273298,-0.7509647345086017,SD
MLT,Malta,2001,8.0844432047,8.150503711199999,6650321051.9369,EU,0.008105082684549,0.0660605064999995,0.008910131633034961,-0.007572030794112422,-1.1767162436744143,SND
NLD,Netherlands,2001,241.1976290607,456.8339485276,662664228363.74,EU,0.4720234128000059,215.6363194669,-0.0019772901616233775,0.02323575708193807,-0.08509686835899964,SD
POL,Poland,2001,522.5093521328,483.1685234803,286667833930.23,EU,-0.08142258185430833,-39.34082865250002,-0.06397038822936578,0.012337446440036247,-5.18505904283203,SD
PRT,Portugal,2001,254.0307334583,260.9081739184,197441874347.86,EU,0.02635962053933555,6.87744046009999,0.03928579470911939,0.0194367213427935,2.021215101881639,END
PRY,Paraguay,2001,73.33298310699999,60.1355318876,20610088070.7157,MERCOSUR,-0.2194617858218582,-13.197451219399994,0.06452091414428114,-0.00834054716746549,-7.735813112593144,SND
ROU,Romania,2001,190.61133995089995,191.5952117341,107900062083.039,EU,0.0051351585162028,0.983871783200044,0.12819298055965797,0.052181362567365844,2.4566813561865417,END
SVK,Slovakia,2001,51.0881310011,62.0277811698,49901675269.4696,EU,0.17636694336611672,10.939650168699998,-0.10519567556068214,0.029251607724848392,-3.596235685579821,SD
SVN,Slovenia,2001,39.0714868494,41.9288833381,33021812643.9619,EU,0.06814864268287205,2.8573964887000045,-0.07903246961821567,0.028286847943045666,-2.793965229966382,SD
SWE,Sweden,2001,163.5102172959,185.1365903668,373758441664.22,EU,0.116813067735843,21.62637307090003,-0.045493085050807125,0.013608064269411599,-3.3430974567828233,SD
URY,Uruguay,2001,103.6084921114,74.2626921669,34849678466.8177,MERCOSUR,-0.39516208055785873,-29.3457999445,-0.09630474835357647,-0.038441299594038914,2.505241741840342,RND
ARG,Argentina,2002,523.2519733993,422.8293438346,336999433710.193,MERCOSUR,-0.2375015618688537,-100.42262956470006,-0.15717838781830834,-0.10894484828590385,1.4427335508864565,RND
AUT,Austria,2002,145.6166928711,209.7540270386,317731814841.85,EU,0.30577403005329234,64.13733416749997,6.892154894640674e-4,0.014843687760531847,0.046431553976541806,WD
BEL,Belgium,2002,179.5587198788,390.4201702985,378188843981.109,EU,0.5400885160684286,210.8614504197,0.05668475110586908,0.01706894303496032,3.3209291864041224,END
BGR,Bulgaria,2002,99.6392837646,76.4639435288,33389478145.9504,EU,-0.30308847760475555,-23.175340235799993,0.023422966207516886,0.0587193108148239,0.3988971580641181,WD
BRA,Brazil,2002,2513.005141426,2092.1883176906,1239639324869.85,MERCOSUR,-0.20113716350347777,-420.81682373540025,0.009632887573634376,0.03053461856836616,0.3154743050766005,WD
CYP,Cyprus,2002,44.0806573153,37.270807295999994,16750240728.3241,EU,-0.18271270501916012,-6.809850019300008,0.47787185248330016,0.037229749112896636,12.835752694281846,END
CZE,Czech Republic,2002,204.100093894,194.4380856569,134395228572.192,EU,-0.04969195311945883,-9.662008237099997,0.019064609182159162,0.015134594913997353,1.259670925485234,END
DEU,Germany,2002,1254.8078041793,1930.6461065794,2926486831428.63,EU,0.35005809718152264,675.8383024001,-0.028846634506074796,-0.0022825571579381146,12.637858555153384,RND
DNK,Denmark,2002,120.469623053,146.8470338646,266778406880.15,EU,0.17962508412612022,26.3774108116,-0.024467515037886776,0.00456530018780037,-5.359453711996886,SD
ESP,Spain,2002,855.4719145765,900.5714287929,1044295490089.67,EU,0.05007877529142805,45.09951421639994,0.060573746573952786,0.02755456115641917,2.1983201340095158,END
EST,Estonia,2002,28.4469682278,22.4071584082,15827575405.1485,EU,-0.2695482269358038,-6.0398098195999985,0.26061720335568167,0.06933000826166072,3.7590822486574287,END
FIN,Finland,2002,152.9892770351,178.6086364962,204607490634.566,EU,0.1434385255029091,25.619359461100004,0.008406614363498913,0.016873264435810647,0.4982209812143581,WD
FRA,France,2002,800.9759242881,1205.969114298,2086380974762.6,EU,0.3358238492249018,404.9931900099,0.020772680845913955,0.010677502706942893,1.9454624752665075,END
GRC,Greece,2002,258.7370163261,301.9039393323,213116735217.242,EU,0.14298231120027552,43.16692300620002,0.0994646967074755,0.04683137270630341,2.1238902675617655,END
HRV,Croatia,2002,51.0245978201,72.41959521289999,43288645498.5317,EU,0.2954310546738452,21.394997392799993,0.17442969921526058,0.0580332825904074,3.0056838322651234,END
HUN,Hungary,2002,149.52521542160002,149.0074567247,99929623991.0794,EU,-0.0034747166905654,-0.5177586969000174,0.08233139681172093,0.047300653080555075,1.7405974642994246,END
IRL,Ireland,2002,203.5241947467,145.7659940779,180769250950.138,EU,-0.39623919854676776,-57.75820066879999,0.02955046681919427,0.05899365060790107,0.5009092760778657,WD
ITA,Italy,2002,787.3268624657001,1265.0091870978,1899232719747.26,EU,0.3776117434593537,477.68232463210006,0.0854130121820141,0.0026992966378832375,31.642692019575204,END
LTU,Lithuania,2002,32.3760348721,45.460318298,25389513378.757,EU,0.28781768178855083,13.084283425899995,0.05775456292834432,0.06719839451036241,0.859463434344971,EC
LUX,Luxembourg,2002,8.0539837639,15.2783511671,42953079744.2546,EU,0.4728499380716397,7.224367403199999,0.13364399980123254,0.03225417823010059,4.1434631770128885,END
LVA,Latvia,2002,19.036442314,24.4071511078,17195147700.3185,EU,0.2200465253023176,5.370708793800002,0.17626755316522832,0.07665487785869746,2.299495584483911,END
MLT,Malta,2002,7.8261823587,7.8292876223,6832615339.53483,EU,3.9662147436703263e-4,0.00310526360000018,-0.03941058126979326,0.02741135144818864,-1.4377467431434336,SD
NLD,Netherlands,2002,227.6224722526,451.8822438476,664292962005.237,EU,0.4962792290432039,224.25977159499996,-0.010839178427872062,0.0024578565912917356,-4.410012555767337,SD
POL,Poland,2002,527.6967692873,478.8959090679,292117946677.278,EU,-0.1019028546608043,-48.800860219399965,-0.008842907194417453,0.019011943796856185,-0.46512378160300033,SD
PRT,Portugal,2002,256.4053720729,263.1492803596,198964002685.767,EU,0.02562769040251347,6.743908286700048,0.008589636758183536,0.007709247812474035,1.1141990719619854,EC
PRY,Paraguay,2002,72.2678911248,45.5614607196,20605676606.0555,MERCOSUR,-0.5861627345435659,-26.706430405200003,-0.24235374179845226,-2.140439499851696e-4,1132.2615837319586,RND
ROU,Romania,2002,179.04918997229998,178.2846548253,114053593614.452,EU,-0.0042882835191236,-0.7645351469999753,-0.06947228371903501,0.05702991650437872,-1.2181726360006326,SD
SVK,Slovakia,2002,53.4503576773,63.379313536,52105958758.2435,EU,0.15665925212427975,9.9289558587,0.021789145778086116,0.04417253482715255,0.4932736113819866,WD
SVN,Slovenia,2002,46.3312502229,47.2032232654,34105781287.8601,EU,0.01847274364289339,0.8719730424999952,0.12579252074923022,0.032825837139391766,3.8321191997347808,END
SWE,Sweden,2002,164.0067636868,191.7211771781,382271644878.765,EU,0.14455582789143104,27.71441349129998,0.03556610175359908,0.022777286786189038,1.5614722722446694,END
URY,Uruguay,2002,103.6614740694,71.47335634550001,32155098813.2195,MERCOSUR,-0.4503512829074882,-32.18811772389999,-0.03756039190083708,-0.07732007215400451,0.4857780244439642,RD
ARG,Argentina,2003,562.2954623207,443.4310820118,366780211148.674,MERCOSUR,-0.2680560410191024,-118.86438030890002,0.04872352990065624,0.08837040795769224,0.551355719937186,WD
AUT,Austria,2003,153.1616729809,224.1525068165,321358930178.288,EU,0.3167077399393793,70.99083383560003,0.0686445928175211,0.01141565045427835,6.013200307109484,END
BEL,Belgium,2003,179.99105789840002,383.9731733451,382114274683.528,EU,0.5312405386804689,203.9821154467,-0.016512971008825903,0.010379551816221968,-1.590913683095464,SD
BGR,Bulgaria,2003,93.5686481684,71.5045742471,35138136419.3122,EU,-0.308568705619485,-22.064073921300007,-0.06485892634915003,0.052371536497759996,-1.2384384856060913,SD
BRA,Brazil,2003,2642.6468951132,2149.523262934,1253781489768.13,MERCOSUR,-0.22941069802897104,-493.1236321792003,0.027404294708368998,0.011408289987706361,2.4021386849299957,END
CYP,Cyprus,2003,44.1798256415,36.8149976513,17189649730.2275,EU,-0.2000496661702202,-7.364827990200006,-0.012229669217519622,0.02623299623153322,-0.46619414380195806,SD
CZE,Czech Republic,2003,211.2533308201,201.4303674094,138831395778.178,EU,-0.04876605020897969,-9.822963410700028,0.0359614821801855,0.033008368326134935,1.0894656114132242,EC
DEU,Germany,2003,1228.6299181978,1991.5048546329,2910982263391.97,EU,0.383064562790495,762.8749364351002,0.03152247729198065,-0.005298013942912829,-5.949866805116353,SND
DNK,Denmark,2003,119.9032913125,149.7927193983,267955142440.516,EU,0.19953859043258151,29.88942808579999,0.02005955078681432,0.00441091006625077,4.5477124868847625,END
ESP,Spain,2003,898.0793332293,970.94464482,1074990358774.14,EU,0.07504579378385494,72.8653115907,0.07814284772661097,0.029392895953073882,2.658562390428183,END
EST,Estonia,2003,33.7913371644,26.0169982875,17029885802.1805,EU,-0.29881767262271824,-7.774338876899996,0.16110208235859858,0.07596301810325945,2.1207962292862867,END
FIN,Finland,2003,162.31001411179997,189.593424841,208723783982.573,EU,0.1439048361095903,27.28341072920003,0.06150199990487975,0.020117999273832985,3.057063431992165,END
FRA,France,2003,760.0943836691,1252.3061131815,2106573536968.08,EU,0.3930442599708546,492.2117295124,0.03842303947433425,0.0096782718255843,3.970031031032192,END
GRC,Greece,2003,250.5367262271,304.7202814981,225470734593.334,EU,0.1778140759276564,54.18355527099999,0.009328603568501634,0.05796822742943616,0.16092614837769884,WD
HRV,Croatia,2003,56.065871916599995,82.91347566760001,45699118672.157,EU,0.32380265734646096,26.847603751000015,0.14490388166144788,0.05568372828175134,2.602266158046313,END
HUN,Hungary,2003,153.549164409,153.8439009281,103865629649.023,EU,0.00191581542928849,0.29473651909998466,0.032457732718273326,0.03938777612427473,0.8240559867067384,EC
IRL,Ireland,2003,194.6050540011,145.9080192769,186217344582.055,EU,-0.33375159888768124,-48.697034724199995,9.743369837282893e-4,0.030138386939600432,0.03232877013892393,WD
ITA,Italy,2003,800.1055290904,1290.1108390857,1900496731461.62,EU,0.379816443013971,490.0053099953001,0.019843059041720217,6.655380887331783e-4,29.81506149331075,END
LTU,Lithuania,2003,32.0474273917,48.506762485,28068588415.9846,EU,0.3393204215265821,16.459335093299998,0.0670132612585344,0.10551895962957444,0.6350826571242292,WD
LUX,Luxembourg,2003,10.2643960745,18.1674816357,44078183528.9345,EU,0.4350127177599588,7.903085561199999,0.18909962449491127,0.026193786135449225,7.219255113295526,END
LVA,Latvia,2003,18.6771253194,29.8905661529,18644549495.6873,EU,0.3751498307572894,11.213440833499998,0.2246642805987962,0.08429132570591145,2.665330966351621,END
MLT,Malta,2003,8.1470433716,8.850046221200001,7084965036.70896,EU,0.07943493536971366,0.7030028496000007,0.1303769446395858,0.03693310462159131,3.5300835382077973,END
NLD,Netherlands,2003,216.5205460735,476.5105396461,664942855515.362,EU,0.5456122623556073,259.98999357259993,0.0545015789706622,9.783236422725738e-4,55.709150444385706,END
POL,Poland,2003,535.3892688378,474.3713421545,302410346199.761,EU,-0.12862903228126896,-61.01792668330006,-0.009447913059450452,0.03523371172348293,-0.2681498087285964,SD
PRT,Portugal,2003,234.07494783,249.90904209240003,197112600768.677,EU,0.0633594292140322,15.834094262400017,-0.05031455244379496,-0.00930521045062609,5.407137507611083,RND
PRY,Paraguay,2003,79.8476667298,42.8662443742,21495995447.7717,MERCOSUR,-0.8627166409254664,-36.9814223556,-0.05915561755114117,0.043207454855161566,-1.369106737470199,SD
ROU,Romania,2003,193.4193767572,192.9968259433,116723756275.208,EU,-0.0021894184623749,-0.4225508139000169,0.08252068094372086,0.023411473291952936,3.524796577927675,END
SVK,Slovakia,2003,52.1084651422,63.3093411563,54636588083.9574,EU,0.1769229597011117,11.200876014099997,-0.0011040255218329664,0.04856698515913088,-0.022732016784974413,SD
SVN,Slovenia,2003,50.810389740000005,51.4445534117,35195471631.5843,EU,0.01232712949464086,0.6341636716999943,0.08985255355239478,0.0319503117236042,2.812259058055251,END
SWE,Sweden,2003,167.6370370545,200.8261079475,389462280395.789,EU,0.165262730190819,33.18907089299998,0.047490480203665475,0.018810276967585315,2.5247092472643082,END
URY,Uruguay,2003,92.4602967536,56.1476694986,32414038652.1022,MERCOSUR,-0.6467343627842904,-36.31262725500001,-0.21442517366633948,0.008052839158940589,-26.627276347407975,SD
ARG,Argentina,2004,587.7531220975,468.5240685749,399898899166.738,MERCOSUR,-0.2544779692647521,-119.2290535226,0.05658824466984986,0.09029573300681518,0.6266989899243499,WD
AUT,Austria,2004,161.1895675919,231.2072156292,329602607297.434,EU,0.30283504711025655,70.01764803730003,0.03147280801314107,0.02565255340678553,1.226887924724717,END
BEL,Belgium,2004,178.18000704370002,454.3413683588,395760365336.901,EU,0.6078279033068618,276.16136131509995,0.18326331082108135,0.03571206719423098,5.131691476283014,END
BGR,Bulgaria,2004,106.6105286955,79.61148552060001,37425778712.9317,EU,-0.3391350255348998,-26.999043174899995,0.11337612116232981,0.06510425784453933,1.741454782159679,END
BRA,Brazil,2004,2700.1375344663,2202.0749128298003,1325998860202.27,MERCOSUR,-0.226178781990872,-498.0626216364999,0.02444804892414603,0.0575996463685995,0.42444789969186175,WD
CYP,Cyprus,2004,47.8175113922,39.5064168169,18053648327.3531,EU,-0.21037328223967644,-8.311094575300004,0.07310659615117385,0.05026272266655221,1.4544893764742932,END
CZE,Czech Republic,2004,237.427645226,222.0801312407,145406922288.089,EU,-0.06910800124062293,-15.347513985299996,0.10251564397601538,0.04736339696834298,2.164448720697449,END
DEU,Germany,2004,1246.9417844613,2079.4552351261,2944810405337.25,EU,0.4003517058708483,832.5134506648001,0.044162774842651346,0.011620868450727743,3.800299007763547,END
DNK,Denmark,2004,127.332218237,158.59280304069998,275394519880.793,EU,0.1971122535470762,31.26058480369997,0.05874840698365648,0.027763518074405025,2.11602891341844,END
ESP,Spain,2004,928.0822226382,1011.7789905131,1108471271904.22,EU,0.08272238172533616,83.69676787489993,0.04205630661948819,0.031145314799157595,1.3503253022385797,END
EST,Estonia,2004,35.1085610416,27.4983367325,18188037434.5502,EU,-0.2767521680722439,-7.610224309099998,0.056937331072190414,0.06800701107587064,0.8372273706996098,EC
FIN,Finland,2004,159.9469387709,188.9979515366,217083963685.375,EU,0.15371072823545487,29.05101276569999,-0.003140790905061122,0.04005379522776388,-0.07841431472850884,SD
FRA,France,2004,800.3655584836,1286.681340853,2166995343501.89,EU,0.3779613233895184,486.3157823693999,0.027449540739020454,0.028682505250100538,0.95701336057192,EC
GRC,Greece,2004,270.2146385984,317.7194006041,237596249349.014,EU,0.14951797691729304,47.5047620057,0.04265918580178595,0.05377866345958355,0.7932362587226762,WD
HRV,Croatia,2004,62.1934322565,86.5052918121,47604993515.2593,EU,0.28104476669945594,24.3118595556,0.043320052809021924,0.04170484898789724,1.0387294010246486,EC
HUN,Hungary,2004,181.488254996,182.5593490048,109020611056.081,EU,0.00586710028622988,1.071094008800003,0.18665314584112347,0.04963125361563231,3.7607985340578525,END
IRL,Ireland,2004,198.9866089047,152.2631046281,198858038461.921,EU,-0.30686031518089274,-46.72350427660001,0.043555421989105975,0.06788139906213725,0.6416400161292526,WD
ITA,Italy,2004,843.3858355689,1310.1346783143,1928510465814.16,EU,0.35626020016960996,466.7488427454001,0.015521022397417206,0.01474021706472244,1.0529710878249856,EC
LTU,Lithuania,2004,35.2808557538,50.0646974102,29893617960.0569,EU,0.29529473703336506,14.7838416564,0.03211789130807818,0.0650203536075571,0.49396672774085343,WD
LUX,Luxembourg,2004,10.8250603613,23.5800633235,45943523456.1968,EU,0.5409231852862882,12.7550029622,0.29792691118861564,0.04231889288354686,7.040045022171327,END
LVA,Latvia,2004,21.9242706749,28.4916221655,20271313178.6916,EU,0.2305011435450063,6.5673514906,-0.046802191040609405,0.08725143417279073,-0.5364059798481183,SD
MLT,Malta,2004,8.564920779,8.9416932264,7113825958.52369,EU,0.04213658843580034,0.3767724474000005,0.010355539723675254,0.004073544705611821,2.5421446116472453,END
NLD,Netherlands,2004,207.009222908,478.3575945288,678350164553.838,EU,0.5672500546125712,271.3483716208,0.003876209924069611,0.020163099621672988,0.19224276013114253,WD
POL,Poland,2004,564.7631656512001,496.5117873201,317805438387.054,EU,-0.13746174828896582,-68.25137833110011,0.04667323507580056,0.05090795464095533,0.9168161519153247,EC
PRT,Portugal,2004,249.8772409924,251.2063563148,200638423891.103,EU,0.0052909303008814,1.3291153223999856,0.005191145592564433,0.01788735529172867,0.29021314263069853,WD
PRY,Paraguay,2004,79.7008937694,45.3125192775,22368177914.5163,MERCOSUR,-0.7589155279868889,-34.388374491899995,0.057067628363830857,0.04057418363637632,1.406500963155979,END
ROU,Romania,2004,225.3318921194,230.4520078419,128895841498.556,EU,0.02221770932025302,5.120115722500003,0.19407149167107998,0.10428113018098052,1.8610413152817558,END
SVK,Slovakia,2004,58.082623797,70.8284473694,57581226217.4214,EU,0.17995345155492673,12.7458235724,0.11876772172587613,0.053894985699676594,2.2036877862385036,END
SVN,Slovenia,2004,50.2438951301,51.897850117,36795465565.4736,EU,0.03186943164642222,1.653954986899997,0.008811364376562067,0.045460221435233615,0.19382581294979973,WD
SWE,Sweden,2004,163.6863254825,203.1675772953,405740184306.611,EU,0.19432850624297604,39.481251812800025,0.011659187999660422,0.041795841934370866,0.2789556917639808,WD
URY,Uruguay,2004,112.6538492855,72.0111179365,34036089123.994,MERCOSUR,-0.5643952283151484,-40.642731349,0.2825308437475849,0.05004160355644552,5.64591906869847,END
ARG,Argentina,2005,640.1015234122,509.1084954061,435296589745.339,MERCOSUR,-0.2572988453111767,-130.99302800610002,0.08662186118771831,0.08851659920134447,0.9785945457606624,EC
AUT,Austria,2005,171.5990440075,223.8284877167,337250591306.488,EU,0.23334582761112543,52.229443709199984,-0.031913917099947536,0.023203651426678188,-1.3753834046677154,SD
BEL,Belgium,2005,148.04797964160002,474.0958728321,404948883847.345,EU,0.6877256518661344,326.04789319049996,0.04347943165434925,0.023217379291182966,1.8727105720696477,END
BGR,Bulgaria,2005,111.7306231054,84.217611544,40066672175.5903,EU,-0.3266895255872422,-27.51301156140001,0.057857556523149084,0.07056348734692042,0.8199361836908157,EC
BRA,Brazil,2005,2700.8105733403,2287.9713999452,1368459094848.72,MERCOSUR,-0.1804389571499835,-412.8391733950998,0.0390070685674438,0.03202132062162783,1.218159270454875,END
CYP,Cyprus,2005,39.966359687,33.0339486365,18929789645.9549,EU,-0.2098571722921496,-6.932411050500001,-0.1638333390344633,0.048529876217559664,-3.3759274039768337,SD
CZE,Czech Republic,2005,239.5415115392,229.8608340411,154676655549.654,EU,-0.04211538489575422,-9.68067749810001,0.035035564671775696,0.06375028860867604,0.5495749970143282,WD
DEU,Germany,2005,1174.3539411683,2072.388262263,2970886268370.04,EU,0.4333330474059273,898.0343210946999,-0.003398473188422132,0.008854852925515841,-0.3837978131324133,SD
DNK,Denmark,2005,134.877932486,178.81412320950002,281892753289.031,EU,0.24570872778334207,43.93619072350003,0.12750465204660397,0.023596088299254445,5.403635146196358,END
ESP,Spain,2005,1006.7945149841,1091.1149899024,1147835587310.16,EU,0.07727918294463403,84.32047491830008,0.07841238070091447,0.035512255846122914,2.2080371644279877,END
EST,Estonia,2005,39.1901076428,30.058933874,19920094036.3597,EU,-0.3037757029931846,-9.1311737688,0.09311825534791918,0.09523053864620179,0.9778192654550646,EC
FIN,Finland,2005,167.3432348699,201.0029293963,223113056548.362,EU,0.167458726235955,33.65969452639999,0.0635190898213265,0.027773091851801216,2.2870730475478904,END
FRA,France,2005,784.9692384299001,1308.9927635767,2207920477337.34,EU,0.40032576170624096,524.0235251467998,0.017340286219514847,0.018885658410928773,0.9181721834744375,EC
